fips,Year,PerCapitaIncome,UnemploymentRate,PovertyRate,MedianIncome,Rent,BachelorsOrHigher,WhiteAlone,BlackAlone,HispanicLatino,Population,RepublicanVoteShare,DemocratVoteShare,RepublicanMargin,DrugDeaths,DrugDeathRate,SuicideDeaths,SuicideRate,MentalHealthScore,state_fips
2035,2021,,,,,,,,,,,47.20847356959018,49.60403880419719,-2.3955652346070053,,,,,,20
2035,2022,,,,,,,,,,,47.20847356959018,49.60403880419719,-2.3955652346070053,,,,,,20
2035,2023,,,,,,,,,,,47.20847356959018,49.60403880419719,-2.3955652346070053,,,,,,20
2036,2018,,,,,,,,,,,53.969022265246856,32.58712487899322,21.38189738625363,,,,,,20
2036,2019,,,,,,,,,,,53.969022265246856,32.58712487899322,21.38189738625363,,,,,,20
2036,2020,,,,,,,,,,,55.0365906155833,40.85234610417564,14.184244511407664,,,,,,20
2036,2021,,,,,,,,,,,55.0365906155833,40.85234610417564,14.184244511407664,,,,,,20
2036,2022,,,,,,,,,,,55.0365906155833,40.85234610417564,14.184244511407664,,,,,,20
2036,2023,,,,,,,,,,,55.0365906155833,40.85234610417564,14.184244511407664,,,,,,20
2037,2018,,,,,,,,,,,38.28526274199921,47.826945871197154,-9.541683129197942,,,,,,20
2037,2019,,,,,,,,,,,38.28526274199921,47.826945871197154,-9.541683129197942,,,,,,20
2037,2020,,,,,,,,,,,45.85764294049008,49.786075457020615,-3.9284325165305343,,,,,,20
2037,2021,,,,,,,,,,,45.85764294049008,49.786075457020615,-3.9284325165305343,,,,,,20
2037,2022,,,,,,,,,,,45.85764294049008,49.786075457020615,-3.9284325165305343,,,,,,20
2037,2023,,,,,,,,,,,45.85764294049008,49.786075457020615,-3.9284325165305343,,,,,,20
2038,2018,,,,,,,,,,,22.43375858684985,54.13150147203141,-31.69774288518156,,,,,,20
2038,2019,,,,,,,,,,,22.43375858684985,54.13150147203141,-31.69774288518156,,,,,,20
2038,2020,,,,,,,,,,,32.77976976788074,60.42649556520098,-27.646725797320244,,,,,,20
2038,2021,,,,,,,,,,,32.77976976788074,60.42649556520098,-27.646725797320244,,,,,,20
2038,2022,,,,,,,,,,,32.77976976788074,60.42649556520098,-27.646725797320244,,,,,,20
2038,2023,,,,,,,,,,,32.77976976788074,60.42649556520098,-27.646725797320244,,,,,,20
2039,2018,,,,,,,,,,,24.915765206596916,55.71909913105161,-30.80333392445469,,,,,,20
2039,2019,,,,,,,,,,,24.915765206596916,55.71909913105161,-30.80333392445469,,,,,,20
2039,2020,,,,,,,,,,,32.91461551519267,60.770667119334576,-27.856051604141904,,,,,,20
2039,2021,,,,,,,,,,,32.91461551519267,60.770667119334576,-27.856051604141904,,,,,,20
2039,2022,,,,,,,,,,,32.91461551519267,60.770667119334576,-27.856051604141904,,,,,,20
2039,2023,,,,,,,,,,,32.91461551519267,60.770667119334576,-27.856051604141904,,,,,,20
2040,2018,,,,,,,,,,,29.86984815618221,50.71583514099783,-20.84598698481562,,,,,,20
2040,2019,,,,,,,,,,,29.86984815618221,50.71583514099783,-20.84598698481562,,,,,,20
2040,2020,,,,,,,,,,,43.319574190745165,50.35846187269172,-7.038887681946555,,,,,,20
2040,2021,,,,,,,,,,,43.319574190745165,50.35846187269172,-7.038887681946555,,,,,,20
2040,2022,,,,,,,,,,,43.319574190745165,50.35846187269172,-7.038887681946555,,,,,,20
2040,2023,,,,,,,,,,,43.319574190745165,50.35846187269172,-7.038887681946555,,,,,,20
2050,2018,44300.0,11.9,32.7,44304.0,,12.338534669835694,11.008869179600888,0.6596452328159645,2.3780487804878048,18040.0,,,,,,,,,20
2050,2019,44272.0,11.9,23.5,48262.0,,11.87633914906642,11.150325355685451,0.7444579243410169,2.597330980478658,18134.0,,,,,,15.0,,,20
2050,2020,45588.0,12.3,25.3,52214.0,,11.33014937506351,10.266659365931115,0.7939549909653398,1.938345288287795,18263.0,,,,,,12.0,,,20
2050,2021,46898.0,13.0,24.6,54849.0,,12.728179551122196,9.554931403262396,0.9236253645889596,2.068704763962407,18514.0,,,,,,15.0,,,20
2050,2022,49351.0,9.3,21.9,59011.0,,9.694331783559203,9.051677635127843,1.1597799115330674,2.152335742798576,18538.0,,,,,,14.0,,,20
2050,2023,48831.0,9.7,29.3,62140.0,,9.694331783559203,9.051677635127843,1.1597799115330674,2.152335742798576,18538.0,,,,,,,,,20
2060,2018,135706.0,5.6,11.2,77257.0,,22.32558139534884,56.29213483146067,0.449438202247191,3.5955056179775284,890.0,,,,0.0,,,,,20
2060,2019,137372.0,5.6,9.8,87950.0,,22.51968503937008,52.68571428571428,0.5714285714285714,3.6571428571428575,875.0,,,,0.0,,,,,20
2060,2020,140912.0,7.9,10.7,87032.0,,25.846702317290553,51.96211096075778,0.5412719891745602,10.148849797023004,739.0,,,,0.0,,0.0,,,20
2060,2021,161764.0,5.6,11.3,88516.0,,22.08398133748056,44.7585394581861,0.5889281507656066,12.838633686690224,849.0,,,,,,0.0,,,20
2060,2022,158309.0,4.3,13.6,96382.0,,26.257861635220124,45.31615925058548,0.351288056206089,8.665105386416862,854.0,,,,,,0.0,,,20
2060,2023,169751.0,3.7,11.7,99790.0,,26.257861635220124,45.31615925058548,0.351288056206089,8.665105386416862,854.0,,,,0.0,,0.0,,,20
2063,2018,0.0,,,,,,,,,,,,,,,,,,20
2063,2019,0.0,,,,,,,,,,,,,,,,,,20
2063,2020,61399.0,8.7,7.0,84063.0,,29.06530089628681,75.25789068514241,1.1085450346420322,5.619707467282526,6495.0,,,,,,,,,20
2063,2021,68663.0,2.5,7.7,88029.0,,30.745721271393645,72.78688524590164,1.6535994297933,5.972915181753385,7015.0,,,,,,,,,20
2063,2022,70051.0,3.0,6.7,91356.0,,31.466828971393788,71.64285714285714,1.6142857142857143,5.914285714285715,7000.0,,,,,,,,,20
2063,2023,75423.0,4.7,8.7,95180.0,,31.466828971393788,71.64285714285714,1.6142857142857143,5.914285714285715,7000.0,,,,,,,,,20
2066,2018,0.0,,,,,,,,,,,,,,,,,,20
2066,2019,0.0,,,,,,,,,,,,,,,,,,20
2066,2020,49184.0,10.8,12.7,61215.0,,31.542553191489365,57.256392536281965,0.1727712508638562,4.2847270214236355,2894.0,,,,,,,,,20
2066,2021,58782.0,3.3,14.3,61288.0,,29.756097560975608,58.254269449715366,0.1138519924098671,4.857685009487666,2635.0,,,,,,,,,20
2066,2022,57322.0,9.6,13.9,63837.0,,28.084868788386373,52.98393267023719,0.0382555470543228,6.541698546289212,2614.0,,,,,,,,,20
2066,2023,58759.0,7.6,14.2,69092.0,,28.084868788386373,52.98393267023719,0.0382555470543228,6.541698546289212,2614.0,,,,,,,,,20
2068,2018,104804.0,7.3,6.9,75477.0,,43.53529044347283,81.0931899641577,0.8064516129032258,0.4032258064516129,2232.0,,,,0.0,,,,,20
2068,2019,102578.0,7.7,6.6,78434.0,,41.057160417947145,84.23864648263579,1.157613535173642,0.3116651825467498,2246.0,,,,0.0,,,,,20
2068,2020,88530.0,17.5,6.4,80192.0,,39.12111468381565,81.17505995203837,2.158273381294964,1.4788169464428458,2502.0,,,,,,,,,20
2068,2021,109241.0,10.4,7.5,85251.0,,39.43236714975845,79.92684042066757,1.188843164151806,0.594421582075903,2187.0,,,,0.0,,0.0,,,20
2068,2022,120328.0,6.6,7.3,90897.0,,25.149342891278376,75.72584483579247,2.284626368396002,1.6658733936220846,2101.0,,,,0.0,,0.0,,,20
2068,2023,127445.0,6.0,7.8,86118.0,,25.149342891278376,75.72584483579247,2.284626368396002,1.6658733936220846,2101.0,,,,0.0,,0.0,,,20
2070,2018,58499.0,7.5,22.0,54524.0,,19.26257753273605,17.587939698492463,1.3467336683417086,3.477386934673367,4975.0,,,,0.0,,,,,20
2070,2019,57498.0,7.3,18.1,57436.0,,22.072538860103627,17.456158032654706,1.592420882886515,3.708929651279984,4961.0,,,,,,,,,20
2070,2020,57356.0,8.9,18.7,72334.0,,19.400413507925567,16.538305634373735,1.4997973246858534,3.0198621807863804,4934.0,,,,,,,,,20
2070,2021,58646.0,8.3,21.8,58389.0,,19.562955254942768,16.186976934068177,1.3472137170851195,3.2659726474790776,4899.0,,,,,,,,,20
2070,2022,60654.0,5.9,19.7,69716.0,,20.468642315644384,15.966213432220847,1.5657189946435928,3.3374536464771323,4854.0,,,,,,0.0,,,20
2070,2023,65625.0,6.4,23.4,62598.0,,20.468642315644384,15.966213432220847,1.5657189946435928,3.3374536464771323,4854.0,,,,,,,,,20
2090,2018,56329.0,5.3,8.6,74268.0,,32.58837607943336,75.54313467733034,4.508644998143558,7.978686040560746,99653.0,,,,12.0,,28.0,28.291115579,,20
2090,2019,58345.0,4.9,7.2,74076.0,,31.37147107331113,75.42191537467701,4.453326873385013,8.046673126614987,99072.0,,,,17.0,,35.0,36.138731427,,20
2090,2020,60352.0,6.7,7.2,76650.0,,32.327781738059755,73.89873546290183,4.700624650855721,8.182418363719465,98455.0,,,,11.0,,18.0,,,20
2090,2021,65085.0,5.1,7.9,76754.0,1485.8464913225584,32.564432779616254,72.96832700285128,4.55794707099404,8.251242936108452,97149.0,,,,23.0,24.060339146,38.0,39.751864676,,20
2090,2022,67899.0,3.8,7.8,84166.0,1580.365153894645,32.945395273023635,71.36730391800538,4.131922449869677,8.346919490337386,96299.0,,,,24.0,25.168840975,26.0,27.266244389,,20
2090,2023,69775.0,3.8,7.6,86780.0,1659.9280896731427,32.945395273023635,71.36730391800538,4.131922449869677,8.346919490337386,96299.0,,,,23.0,24.25137073,31.0,32.686630114,,20
2099,2018,,,,,,,,,,,11.695906432748536,80.11695906432749,-68.42105263157896,,,,,,20
2099,2019,,,,,,,,,,,11.695906432748536,80.11695906432749,-68.42105263157896,,,,,,20
2099,2020,,,,,,,,,,,13.625866050808314,86.14318706697459,-72.51732101616628,,,,,,20
2099,2021,,,,,,,,,,,13.625866050808314,86.14318706697459,-72.51732101616628,,,,,,20
2099,2022,,,,,,,,,,,13.625866050808314,86.14318706697459,-72.51732101616628,,,,,,20
2099,2023,,,,,,,,,,,13.625866050808314,86.14318706697459,-72.51732101616628,,,,,,20
2100,2018,82291.0,8.9,10.5,58943.0,,37.4465811965812,81.01667990468626,0.0397140587768069,3.852263701350278,2518.0,,,,0.0,,,,,21
2100,2019,83904.0,8.3,9.8,62548.0,,33.78378378378378,81.61239078633837,0.0,4.487688641779189,2518.0,,,,0.0,,0.0,,,21
2100,2020,75934.0,16.4,9.6,105044.0,,27.66085387853277,77.11032587357676,0.0,5.1825677267373385,2547.0,,,,0.0,,0.0,,,21
2100,2021,85606.0,11.1,10.8,63155.0,,25.64640111809923,86.17731172545281,0.0,6.57769304099142,2098.0,,,,0.0,,,,,21
2100,2022,84928.0,6.9,10.3,70610.0,,33.66197183098591,80.9042809042809,0.0,8.177008177008178,2079.0,,,,,,,,,21
2100,2023,91194.0,6.6,10.0,78649.0,,33.66197183098591,80.9042809042809,0.0,8.177008177008178,2079.0,,,,0.0,,0.0,,,21
2105,2018,56970.0,11.7,17.2,51188.0,,23.392857142857142,45.54409005628518,3.189493433395872,6.660412757973734,2132.0,,,,0.0,,0.0,,,21
2105,2019,56908.0,10.4,15.7,53141.0,,21.332554061952074,46.096306685367,3.1790556334735856,6.825619448340346,2139.0,,,,0.0,,,,,21
2105,2020,55323.0,14.1,12.7,55593.0,,19.610091743119263,48.99297423887588,3.3723653395784545,9.274004683840747,2135.0,,,,0.0,,0.0,,,21
2105,2021,60801.0,9.2,17.0,56555.0,,22.344900105152472,48.81822088526,1.9338203695745595,9.883970777825526,2327.0,,,,0.0,,0.0,,,21
2105,2022,68190.0,5.8,17.5,64181.0,,27.529923830250276,53.15586088449978,0.38643194504079,9.875483039931302,2329.0,,,,,,0.0,,,21
2105,2023,73176.0,5.6,17.2,64720.0,,27.529923830250276,53.15586088449978,0.38643194504079,9.875483039931302,2329.0,,,,,,0.0,,,21
2110,2018,68381.0,4.0,7.3,79173.0,,39.4990880377241,68.61119703062172,1.005258274048871,6.566656356325394,32330.0,,,,,,,,,21
2110,2019,69937.0,4.1,6.3,85419.0,,38.41141793360223,68.0081918887889,0.9929562168368138,6.783132156266484,32227.0,,,,,,,,,21
2110,2020,70536.0,7.0,8.1,89204.0,,38.78887070376432,66.3572073896383,0.8660705940995047,6.925449390946758,32099.0,,,,,,,,,21
2110,2021,74274.0,4.8,7.6,89922.0,,40.062207035528104,64.74255583126552,0.998759305210918,7.040942928039702,32240.0,,,,13.0,,,,,21
2110,2022,78743.0,2.9,7.9,102097.0,,40.73735128775004,63.98093932976205,1.0744985673352434,7.163323782234957,32108.0,,,,15.0,,,,,21
2110,2023,82234.0,3.0,9.1,99748.0,,40.73735128775004,63.98093932976205,1.0744985673352434,7.163323782234957,32108.0,,,,14.0,,,,,21
2122,2018,51683.0,7.1,12.4,65439.0,,23.283759962261342,83.28581243558915,0.6355204397114395,4.079354173823428,58220.0,,,,14.0,,16.0,,,21
2122,2019,53949.0,6.3,10.4,68625.0,,24.58734102482104,82.4746852764094,0.6243158182813355,4.152983032293378,58464.0,,,,,,12.0,,,21
2122,2020,55778.0,9.6,10.6,68448.0,,25.802847009668177,81.4348143991566,0.6461596014215512,4.245948749341087,58809.0,,,,14.0,,18.0,,,21
2122,2021,59083.0,7.3,11.5,71111.0,,27.365666941227772,80.69697330994192,0.6966326582752806,4.360341332969972,58711.0,,,,20.0,33.463282413,15.0,,,21
2122,2022,60430.0,4.7,11.0,76254.0,,27.96734301836955,79.5998987085338,0.7157930277707437,4.42812526377986,59235.0,,,,15.0,,20.0,32.954358214,,21
2122,2023,62052.0,4.7,11.5,74185.0,,27.96734301836955,79.5998987085338,0.7157930277707437,4.42812526377986,59235.0,,,,18.0,,13.0,,,21
2130,2018,65994.0,5.5,9.1,68309.0,,24.457202505219204,66.78498985801217,0.7461605331787887,5.078238191828455,13804.0,,,,,,,,,21
2130,2019,68096.0,5.7,9.4,75706.0,,25.27483924496992,66.5072463768116,0.7536231884057971,5.268115942028985,13800.0,,,,,,,,,21
2130,2020,66116.0,10.3,8.3,76780.0,,25.45923632610939,65.04012144870961,0.6795344466131714,5.4796501120508925,13833.0,,,,,,,,,21
2130,2021,69518.0,7.3,11.3,73260.0,,26.385062748699113,64.35181863835282,0.7963268527154028,5.667551474280795,13939.0,,,,,,,,,21
2130,2022,73240.0,3.9,8.6,82648.0,,28.49326172864525,64.04744787922358,0.6542056074766356,5.643421998562186,13910.0,,,,,,,,,21
2130,2023,76446.0,3.7,9.3,87760.0,,28.49326172864525,64.04744787922358,0.6542056074766356,5.643421998562186,13910.0,,,,,,10.0,,,21
2150,2018,59508.0,5.4,8.2,74109.0,,26.0132058287796,53.366546999780205,0.2637555864898527,8.93105722030918,13649.0,,,,0.0,,,,,21
2150,2019,61991.0,5.1,7.1,79669.0,,27.994179538840385,54.70968701211806,0.3419820087725819,8.906401011077243,13451.0,,,,,,,,,21
2150,2020,65450.0,6.7,7.5,72028.0,,29.791058189170972,53.32137786744377,0.500635134125383,9.048793245161772,13383.0,,,,,,,,,21
2150,2021,68674.0,6.6,8.5,80863.0,,29.179297181991693,52.38311393554245,1.05159630806476,8.904524133756999,13218.0,,,,,,0.0,,,21
2150,2022,71821.0,4.5,7.5,83222.0,,28.46884410470234,50.608495981630305,0.9184845005740528,8.80214313050134,13065.0,,,,,,,,,21
2150,2023,76625.0,4.4,8.5,86250.0,,28.46884410470234,50.608495981630305,0.9184845005740528,8.80214313050134,13065.0,,,,,,,,,21
2158,2018,30238.0,18.4,35.1,32728.0,,4.813782619711173,3.891192973896072,0.7318858258111735,0.9880458648450842,8198.0,,,,,,,,,21
2158,2019,30878.0,18.2,26.8,35369.0,,3.915211970074813,3.5999999999999996,0.4848484848484848,1.1272727272727272,8250.0,,,,,,,,,21
2158,2020,32484.0,20.8,27.9,37566.0,,3.2624814631735046,3.2899493853940713,0.4699927693420101,1.1328030850807425,8298.0,,,,,,,,,21
2158,2021,35942.0,19.4,30.4,38203.0,,2.920245398773006,3.327747186976299,0.0239406272444338,1.0294469715106536,8354.0,,,,,,,,,21
2158,2022,37623.0,13.5,29.8,41824.0,,4.590325765054295,3.165312947921643,0.8361204013377926,0.9077878643096036,8372.0,,,,,,,,,21
2158,2023,36808.0,15.1,30.8,42029.0,,4.590325765054295,3.165312947921643,0.8361204013377926,0.9077878643096036,8372.0,,,,,,,,,21
2164,2018,62544.0,10.2,18.2,49403.0,,15.764705882352942,22.836363636363636,0.6545454545454545,1.3818181818181818,1375.0,,,,0.0,,0.0,,,21
2164,2019,57446.0,9.3,17.4,51693.0,,16.122004357298476,21.033740129217517,1.148600143575018,0.1435750179468772,1393.0,,,,0.0,,,,,21
2164,2020,58074.0,11.6,17.6,54386.0,,23.119777158774372,24.307958477508652,6.920415224913495,0.259515570934256,1156.0,,,,,,0.0,,,21
2164,2021,64112.0,8.7,20.6,51205.0,,22.239747634069403,24.34077079107505,2.231237322515213,0.101419878296146,986.0,,,,0.0,,0.0,,,21
2164,2022,68662.0,5.9,20.1,63038.0,,15.514592933947776,17.117117117117118,2.2022022022022023,0.1001001001001,999.0,,,,0.0,,,,,21
2164,2023,74906.0,5.9,20.4,62547.0,,15.514592933947776,17.117117117117118,2.2022022022022023,0.1001001001001,999.0,,,,0.0,,,,,21
2170,2018,47562.0,6.9,10.4,74649.0,,21.187576218364672,83.05014304492384,1.0834686460991263,4.778473672001856,103464.0,,,,17.0,,21.0,19.514914971,,21
2170,2019,50081.0,6.3,9.6,75856.0,,21.59534215234799,82.87352067496133,1.2328104091336165,4.933139728003493,105369.0,,,,22.0,20.310754544,26.0,24.003619007,,21
2170,2020,52354.0,8.8,8.7,89502.0,,21.899785254115965,81.83029061102832,1.3710879284649775,5.217958271236959,107360.0,,,,23.0,20.868681553,32.0,29.034687378,,21
2170,2021,54989.0,6.8,10.5,80164.0,,23.71482606453092,80.5892872190025,1.3351184847435094,5.393841227634892,106807.0,,,,38.0,34.331351752,34.0,30.717525252,,21
2170,2022,58406.0,4.8,9.8,86313.0,,23.65452787624879,79.19584763622642,1.2810483982293557,5.589862048020909,108661.0,,,,29.0,25.59011692,30.0,26.472534745,,21
2170,2023,60538.0,4.8,9.7,94376.0,1572.8853864426171,23.65452787624879,79.19584763622642,1.2810483982293557,5.589862048020909,108661.0,,,,41.0,35.578233064,22.0,19.090759205,,21
2180,2018,50646.0,10.6,22.0,55318.0,,14.593607305936072,16.130982367758186,0.8967254408060452,2.54911838790932,9925.0,,,,,,,,,21
2180,2019,52214.0,10.2,20.7,58464.0,,16.14130434782609,15.568682418902682,0.9511413696435724,2.7432919503404087,9988.0,,,,,,,,,21
2180,2020,53767.0,11.1,18.8,64309.0,,16.959276018099548,14.886602058147666,0.739334598861025,1.948246578079728,10009.0,,,,,,13.0,,,21
2180,2021,57703.0,9.7,19.8,65578.0,,18.37424404126645,14.568023833167826,0.893743793445879,2.005958291956306,10070.0,,,,,,11.0,,,21
2180,2022,63875.0,7.2,19.9,64480.0,,18.314162473040977,14.204432022359754,1.0281493312038332,2.0063885006987423,10018.0,,,,,,11.0,,,21
2180,2023,63573.0,7.7,20.7,75296.0,,18.314162473040977,14.204432022359754,1.0281493312038332,2.0063885006987423,10018.0,,,,,,,,,21
2185,2018,75340.0,6.3,11.1,89276.0,,16.574500768049155,31.63213228539349,0.8574053281616821,2.112891701541288,9797.0,,,,,,,,,21
2185,2019,79609.0,5.9,11.4,84784.0,,16.52574942352037,31.42361111111111,1.5420751633986929,2.0322712418300655,9792.0,,,,,,,,,21
2185,2020,76110.0,6.2,11.1,94759.0,,15.128495231937936,28.618666666666662,1.568,4.064,9375.0,,,,,,,,,21
2185,2021,71188.0,6.5,12.4,95041.0,,15.598687027258457,28.605614358030373,0.8467556373676944,4.03129314312011,10865.0,,,,,,,,,21
2185,2022,77074.0,5.3,13.7,95795.0,,14.195500592027363,31.801537898205783,1.766752105455877,3.9179787623581106,10924.0,,,,,,,,,21
2185,2023,85731.0,4.9,12.0,103556.0,,14.195500592027363,31.801537898205783,1.766752105455877,3.9179787623581106,10924.0,,,,,,,,,21
2188,2018,47066.0,12.8,21.1,59337.0,,11.68179646440516,11.106801137832946,1.1249030256012411,1.1507628652702353,7734.0,,,,0.0,,10.0,,,21
2188,2019,47530.0,13.1,24.0,61660.0,,13.233547160845808,11.276733635774464,1.218405703175632,1.4517174335709655,7715.0,,,,,,,,,21
2188,2020,48938.0,12.8,18.5,65194.0,,15.031757233592096,11.63575042158516,1.011804384485666,2.477623556881567,7709.0,,,,0.0,,,,,21
2188,2021,51584.0,11.4,20.9,67586.0,,14.42890442890443,11.188271604938272,1.1188271604938271,2.5334362139917697,7776.0,,,,0.0,,,,,21
2188,2022,55714.0,9.6,19.7,69234.0,,15.153664302600472,10.648268680031242,1.2366571205415255,2.551418901327779,7682.0,,,,,,10.0,,,21
2188,2023,57442.0,9.6,19.1,78619.0,,15.153664302600472,10.648268680031242,1.2366571205415255,2.551418901327779,7682.0,,,,,,,,,21
2195,2018,66163.0,8.0,7.2,66075.0,,27.58782201405152,72.07373271889401,0.706605222734255,10.353302611367129,3255.0,,,,0.0,,,,,21
2195,2019,66173.0,8.1,6.7,71296.0,,28.382687927107064,76.14369051274178,1.013202333435677,11.697881486030088,3257.0,,,,0.0,,0.0,,,21
2195,2020,68788.0,9.2,7.4,66096.0,,25.533628674989934,67.32763880414888,2.013422818791946,7.748627211714459,3278.0,,,,0.0,,,,,21
2195,2021,75966.0,7.0,8.0,71878.0,,28.408195429472027,64.57838479809976,1.009501187648456,5.67102137767221,3368.0,,,,0.0,,,,,21
2195,2022,74771.0,6.1,7.1,76641.0,,24.793062672447775,57.735625370480136,1.155898043864849,9.06935388263189,3374.0,,,,0.0,,,,,21
2195,2023,78454.0,5.1,8.4,68449.0,,24.793062672447775,57.735625370480136,1.155898043864849,9.06935388263189,3374.0,,,,0.0,,,,,21
2198,2018,46663.0,9.9,16.5,49356.0,,17.598389982110913,47.15786221810318,0.3707136237256719,3.7689218412109984,6474.0,,,,,,0.0,,,21
2198,2019,48549.0,9.3,17.6,50049.0,,18.263405878393534,47.69783049789293,0.4526299360074918,3.855158420477603,6407.0,,,,0.0,,0.0,,,21
2198,2020,51437.0,9.8,15.9,53638.0,,17.205024674742038,47.15998737772168,0.5522246765541181,3.8340170400757336,6338.0,,,,,,,,,21
2198,2021,54015.0,8.1,15.0,56226.0,,19.19942473633749,46.17737003058104,0.2718314644920149,3.6867142371729527,5886.0,,,,,,0.0,,,21
2198,2022,53750.0,5.7,14.6,58381.0,,19.3929173693086,45.05949301603725,0.3793757544404207,4.0696671839972405,5799.0,,,,0.0,,,,,21
2198,2023,55055.0,6.7,15.7,57304.0,,19.3929173693086,45.05949301603725,0.3793757544404207,4.0696671839972405,5799.0,,,,,,,,,21
2201,2018,0.0,,,,,,,,,,,,,,,,,,22
2201,2019,0.0,,,,,,,,,,,,,,,,,,22
2201,2020,0.0,,,,,,,,,,,,,,,,,,22
2201,2021,0.0,,,,,,,,,,,,,,,,,,22
2201,2022,0.0,,,,,,,,,,,,,,,,,,22
2201,2023,0.0,,,,,,,,,,,,,,,,,,22
2220,2018,67607.0,3.8,7.7,71825.0,,32.62780853142299,64.7173266193637,1.1787594415197986,6.477454795147632,8738.0,,,,,,,,,22
2220,2019,68615.0,3.8,8.1,80660.0,,33.37129840546697,64.2824074074074,0.9259259259259258,6.7592592592592595,8640.0,,,,,,,,,22
2220,2020,67814.0,7.3,7.4,79363.0,,34.2264335892828,64.4065818648617,0.6301785505893337,6.9086241101645465,8569.0,,,,,,,,,22
2220,2021,78130.0,4.6,8.6,78248.0,,33.24572930354796,63.54778116928856,0.5987320967363231,7.1378257806996945,8518.0,,,,,,,,,22
2220,2022,79940.0,2.9,7.9,90345.0,,34.19535496623291,62.26660363980147,0.6854171590640511,7.397778303001655,8462.0,,,,0.0,,,,,22
2220,2023,85253.0,3.0,9.3,89264.0,,34.19535496623291,62.26660363980147,0.6854171590640511,7.397778303001655,8462.0,,,,,,,,,22
2230,2018,75061.0,8.9,4.3,74635.0,,33.74536464771323,86.42789820923656,1.2252591894439209,5.183788878416588,1061.0,,,,0.0,,0.0,,,22
2230,2019,76286.0,9.2,4.0,74898.0,,29.64244521337947,84.91418247515809,3.974706413730804,5.691056910569105,1107.0,,,,0.0,,0.0,,,22
2230,2020,58026.0,21.7,3.8,78421.0,,24.1674595623216,79.0,4.461538461538462,4.0,1300.0,,,,0.0,,0.0,,,22
2230,2021,69062.0,13.5,6.1,65712.0,,25.04708097928437,76.52370203160271,2.9345372460496613,3.7622272385252074,1329.0,,,,0.0,,0.0,,,22
2230,2022,75179.0,6.8,9.3,73603.0,,27.835051546391753,78.05065234075211,3.069838833461243,2.4558710667689945,1303.0,,,,,,0.0,,,22
2230,2023,82617.0,5.8,5.9,79412.0,,27.835051546391753,78.05065234075211,3.069838833461243,2.4558710667689945,1303.0,,,,,,0.0,,,22
2231,2018,0.0,,,,,,,,,,,,,,,,,,22
2231,2019,0.0,,,,,,,,,,,,,,,,,,22
2231,2020,0.0,,,,,,,,,,,,,,,,,,22
2231,2021,0.0,,,,,,,,,,,,,,,,,,22
2231,2022,0.0,,,,,,,,,,,,,,,,,,22
2231,2023,0.0,,,,,,,,,,,,,,,,,,22
2232,2018,0.0,,,,,,,,,,,,,,,,,,22
2232,2019,0.0,,,,,,,,,,,,,,,,,,22
2232,2020,0.0,,,,,,,,,,,,,,,,,,22
2232,2021,0.0,,,,,,,,,,,,,,,,,,22
2232,2022,0.0,,,,,,,,,,,,,,,,,,22
2232,2023,0.0,,,,,,,,,,,,,,,,,,22
2240,2018,50675.0,8.9,13.4,63527.0,,19.10213243546577,76.62885398487492,0.6835369400814427,5.541012216404886,6876.0,,,,0.0,,,,,22
2240,2019,51657.0,8.2,12.0,69646.0,,19.69898185037627,76.43210235533586,0.6542599592904914,6.062808956091887,6878.0,,,,0.0,,,,,22
2240,2020,53215.0,7.8,11.7,64544.0,,21.227233304423244,75.34365504268557,0.983938648531327,6.5547677615395745,6911.0,,,,,,,,,22
2240,2021,59271.0,6.6,12.9,68347.0,,19.34690225900246,74.65323404876625,1.0804497006862317,7.095926412614981,6849.0,,,,,,,,,22
2240,2022,60687.0,5.4,12.5,74732.0,,19.783855315394796,74.95644599303137,0.8855981416957027,7.128339140534262,6888.0,,,,,,,,,22
2240,2023,62909.0,5.2,12.2,79014.0,,19.783855315394796,74.95644599303137,0.8855981416957027,7.128339140534262,6888.0,,,,,,,,,22
2261,2018,57923.0,6.8,9.7,68528.0,,30.64191802010828,73.1426728308784,0.2687883023330824,5.010213955488657,9301.0,,,,,,,,,22
2261,2019,59026.0,7.0,8.6,74574.0,,30.833333333333336,71.76241480038948,0.3786649356269609,5.236395109812831,9243.0,,,,,,,,,22
2261,2020,0.0,,,,,,,,,,,,,0.0,,0.0,,,22
2261,2021,0.0,,,,,,,,,,,,,,,,,,22
2261,2022,0.0,,,,,,,,,,,,,,,,,,22
2261,2023,0.0,,,,,,,,,,,,,,,,,,22
2270,2018,,,,,,,,,,,,,,,,,,,22
2270,2019,,,,,,,,,,,,,,,,10.0,,,22
2270,2020,,,,,,,,,,,,,,,,12.0,,,22
2270,2021,,,,,,,,,,,,,,,,14.0,,,22
2270,2022,,,,,,,,,,,,,,,,,,,22
2270,2023,,,,,,,,,,,,,,,,10.0,,,22
2275,2018,54316.0,6.4,11.6,57832.0,,20.69333333333333,67.23027375201288,0.0805152979066022,4.871175523349437,2484.0,,,,0.0,,,,,22
2275,2019,54429.0,7.0,9.7,62496.0,,19.428571428571427,63.02957633892886,0.0399680255795363,5.0359712230215825,2502.0,,,,0.0,,0.0,,,22
