fips,Year,PerCapitaIncome,UnemploymentRate,PovertyRate,MedianIncome,Rent,BachelorsOrHigher,WhiteAlone,BlackAlone,HispanicLatino,Population,RepublicanVoteShare,DemocratVoteShare,RepublicanMargin,DrugDeaths,DrugDeathRate,SuicideDeaths,SuicideRate,MentalHealthScore,state_fips
1013,2020,39470.0,9.5,20.6,42268.0,,15.955137481910276,51.622224475311775,44.58582581364696,1.4701409307512927,19726.0,57.52529510961214,41.78962900505902,15.735666104553118,,,,,23.830234804710877,10
1013,2021,45438.0,5.1,22.7,39442.0,,14.039151225343694,51.582294979406704,44.79432772013972,1.6057556957405763,19181.0,57.52529510961214,41.78962900505902,15.735666104553118,,,,,23.830234804710877,10
1013,2022,47502.0,3.3,23.4,41852.0,,13.048394391677972,51.50940414098309,44.58142352879195,1.696433275380644,18981.0,57.52529510961214,41.78962900505902,15.735666104553118,,,,,23.830234804710877,10
1013,2023,49192.0,2.9,23.6,44729.0,,13.048394391677972,51.50940414098309,44.58142352879195,1.696433275380644,18981.0,57.52529510961214,41.78962900505902,15.735666104553118,,,,,23.830234804710877,10
1015,2018,35643.0,4.6,19.5,45400.0,,17.968029316989952,74.33491459451945,20.57029661679612,3.651670750143357,115098.0,68.66329600534849,27.665886678923616,40.99740932642487,15.0,,25.0,21.876668096,23.92149261269036,10
1015,2019,36761.0,3.7,17.2,47747.0,,18.48106386206199,73.66992967945698,20.7908007468286,3.7969603378177945,114618.0,68.66329600534849,27.665886678923616,40.99740932642487,22.0,19.365344835,19.0,,23.92149261269036,10
1015,2020,39562.0,7.7,14.5,50259.0,,18.85597781351704,73.30131905811554,21.15916168083692,3.85395892376054,114324.0,68.84843967597043,29.845242531824333,39.00319714414609,30.0,26.43893927,28.0,24.676343318,23.92149261269036,10
1015,2021,43215.0,4.0,19.2,48166.0,,19.528300711411237,72.81511702812969,21.48765299549066,3.993987545630234,116425.0,68.84843967597043,29.845242531824333,39.00319714414609,37.0,31.904252751,28.0,24.143758838,23.92149261269036,10
1015,2022,42668.0,3.0,18.5,52772.0,,19.153437812773184,71.71536302749608,22.064874916065495,4.077064788829393,116162.0,68.84843967597043,29.845242531824333,39.00319714414609,59.0,50.955193975,14.0,,23.92149261269036,10
1015,2023,44737.0,2.8,20.1,51841.0,954.226203653132,19.153437812773184,71.71536302749608,22.064874916065495,4.077064788829393,116162.0,68.84843967597043,29.845242531824333,39.00319714414609,62.0,53.251337725,21.0,18.036743423,23.92149261269036,10
1017,2018,32527.0,3.9,18.7,39917.0,,13.232048888134443,57.59770590669899,39.3750369538225,2.2704428546088806,33826.0,56.42446043165468,41.611510791366904,14.812949640287776,,,,,21.557791387044222,10
1017,2019,33550.0,3.1,19.6,42015.0,,13.296061204758502,57.70350564468212,39.56030897207368,2.3767082590612003,33660.0,56.42446043165468,41.611510791366904,14.812949640287776,,,,,21.557791387044222,10
1017,2020,35955.0,7.4,16.3,39318.0,,14.441967102772283,56.88515272085441,40.00358991234631,2.5219134232805818,33427.0,57.26903951845067,41.644857367181366,15.624182151269302,,,,,21.557791387044222,10
1017,2021,39269.0,3.6,19.7,45447.0,,13.653939101014984,56.9185278750646,40.12459091692025,2.715737497846931,34834.0,57.26903951845067,41.644857367181366,15.624182151269302,11.0,,,,21.557791387044222,10
1017,2022,39447.0,2.5,21.0,45563.0,,12.733748886910062,56.74910435687045,40.777764937016066,3.261874494395008,34612.0,57.26903951845067,41.644857367181366,15.624182151269302,,,,,21.557791387044222,10
1017,2023,40735.0,2.4,17.1,50390.0,,12.733748886910062,56.74910435687045,40.777764937016066,3.261874494395008,34612.0,57.26903951845067,41.644857367181366,15.624182151269302,11.0,,,,21.557791387044222,10
1019,2018,37121.0,3.6,16.3,42132.0,,12.89026937289134,92.8209492128573,4.900785208679843,1.5394731752601245,25853.0,83.41563402590143,14.413491102208145,69.00214292369328,,,,,32.01347715668621,10
1019,2019,37892.0,3.0,15.9,45982.0,,12.75299353608138,92.85410956259894,4.597923020499556,1.5944099139095855,25903.0,83.41563402590143,14.413491102208145,69.00214292369328,,,,,32.01347715668621,10
1019,2020,39894.0,5.1,14.7,50388.0,,12.93423183409079,92.06836950259266,4.801229114653351,1.6593047820241982,26035.0,86.03365580034144,13.202178684659785,72.83147711568165,,,,,32.01347715668621,10
1019,2021,44590.0,2.5,18.2,46365.0,,12.822738121067475,91.47547547547548,4.672672672672673,1.7697697697697696,24975.0,86.03365580034144,13.202178684659785,72.83147711568165,,,,,32.01347715668621,10
1019,2022,44563.0,2.3,15.5,52613.0,,14.592668574205042,91.28405600542504,4.020902309625434,1.9107263951493876,25069.0,86.03365580034144,13.202178684659785,72.83147711568165,,,11.0,,32.01347715668621,10
1019,2023,45099.0,2.4,15.6,56400.0,,14.592668574205042,91.28405600542504,4.020902309625434,1.9107263951493876,25069.0,86.03365580034144,13.202178684659785,72.83147711568165,10.0,,,,32.01347715668621,10
1021,2018,34474.0,3.6,17.3,47547.0,,14.161044540663914,83.3120874117915,9.44229455952652,7.776007284315957,43930.0,82.10027764167891,15.847351516141323,66.25292612553758,,,,,,10
1021,2019,36220.0,2.9,16.0,49692.0,,12.723823470678294,83.61139484734991,9.172625127681307,7.847009420043127,44055.0,82.10027764167891,15.847351516141323,66.25292612553758,,,,,,10
1021,2020,38311.0,5.4,13.9,52693.0,,13.620535270122376,82.13468638865609,9.667701089541758,7.7536412440256415,44147.0,83.29880890730192,15.91403417918177,67.38477472812015,10.0,,11.0,,,10
1021,2021,42839.0,2.8,15.5,55142.0,,13.5357306609026,81.11331564750206,8.825824286064606,7.951936152662907,44857.0,83.29880890730192,15.91403417918177,67.38477472812015,12.0,,,,,10
1021,2022,43454.0,2.2,15.8,61823.0,,13.973014472867456,81.28710677891006,9.430660168365089,8.116969428444838,45140.0,83.29880890730192,15.91403417918177,67.38477472812015,14.0,,,,,10
1021,2023,46120.0,2.2,15.3,59165.0,,13.973014472867456,81.28710677891006,9.430660168365089,8.116969428444838,45140.0,83.29880890730192,15.91403417918177,67.38477472812015,16.0,,,,,10
1023,2018,37676.0,5.5,22.1,39907.0,,12.98219584569733,56.74952198852773,42.75334608030592,0.5583173996175909,13075.0,56.30828304991772,42.63576522216127,13.672517827756453,0.0,,,,,10
1023,2019,38470.0,4.9,22.6,39808.0,,11.93053917890449,56.765957446808514,42.5531914893617,0.4100580270793036,12925.0,56.30828304991772,42.63576522216127,13.672517827756453,,,0.0,,,10
1023,2020,40471.0,7.3,20.4,41649.0,,13.51613947965022,56.863974911799296,42.32065856526852,0.5409643277146217,12755.0,57.556270096463024,41.89442658092176,15.661843515541264,0.0,,,,,10
1023,2021,43626.0,4.3,23.3,40601.0,,11.712099989225296,56.715134459036896,41.30706691682302,1.0787992495309568,12792.0,57.556270096463024,41.89442658092176,15.661843515541264,,,0.0,,,10
1023,2022,47125.0,3.7,20.7,44458.0,,13.0468404772426,56.67377062120136,39.95579761622859,1.128739442734233,12669.0,57.556270096463024,41.89442658092176,15.661843515541264,0.0,,,,,10
1023,2023,49356.0,4.0,24.8,47432.0,,13.0468404772426,56.67377062120136,39.95579761622859,1.128739442734233,12669.0,57.556270096463024,41.89442658092176,15.661843515541264,,,,,,10
1025,2018,35747.0,7.4,22.8,40741.0,,12.554831061055127,53.04055439373436,45.815393447328496,0.1968261778816582,24387.0,54.79241807996317,44.11787276494513,10.674545315018037,,,,,,10
1025,2019,37644.0,6.1,18.4,43822.0,,12.224209898628503,52.97165119363395,45.77254641909814,0.327420424403183,24128.0,54.79241807996317,44.11787276494513,10.674545315018037,,,,,,10
1025,2020,41203.0,9.7,19.5,44178.0,,13.78794228581692,52.459565909662274,45.70937735690941,0.5866085644850414,23866.0,55.75942139322421,43.81423677198325,11.945184621240957,,,,,,10
1025,2021,45076.0,5.8,19.4,45447.0,,13.885303337635996,51.96179216996487,45.37393986121819,1.3963848196693225,23346.0,55.75942139322421,43.81423677198325,11.945184621240957,,,,,,10
1025,2022,44788.0,4.9,23.5,44906.0,,13.768342179206993,51.44418423106948,45.49397172347992,1.4528580102350594,23058.0,55.75942139322421,43.81423677198325,11.945184621240957,,,,,,10
1025,2023,47362.0,5.0,19.0,50868.0,,13.768342179206993,51.44418423106948,45.49397172347992,1.4528580102350594,23058.0,55.75942139322421,43.81423677198325,11.945184621240957,,,0.0,,,10
1027,2018,31036.0,3.8,17.6,39201.0,,10.16693591814755,83.01689340708626,14.777993721034536,3.102107938406339,13378.0,79.18176328502415,18.67451690821256,60.50724637681159,0.0,,,,,10
1027,2019,31968.0,3.1,16.6,40562.0,,10.561370123691722,83.16712903951414,15.5582214890905,3.1416360500862264,13337.0,79.18176328502415,18.67451690821256,60.50724637681159,,,,,,10
1027,2020,34994.0,4.4,14.2,44763.0,,11.781026571337105,83.31200602182913,15.318027850959728,3.08618742943169,13285.0,80.82251082251082,18.282828282828284,62.53968253968254,,,,,,10
1027,2021,39465.0,2.7,18.4,47036.0,,13.381482596047748,82.13479977439368,13.27552171460801,3.1232374506486185,14184.0,80.82251082251082,18.282828282828284,62.53968253968254,,,,,,10
1027,2022,39456.0,2.2,17.0,49599.0,,12.762359494678204,81.5046801323105,12.597649377155324,3.0755155183334506,14209.0,80.82251082251082,18.282828282828284,62.53968253968254,,,,,,10
1027,2023,39082.0,2.4,16.9,52077.0,,12.762359494678204,81.5046801323105,12.597649377155324,3.0755155183334506,14209.0,80.82251082251082,18.282828282828284,62.53968253968254,,,,,,10
1029,2018,35441.0,4.2,16.0,46495.0,,13.671613212063187,94.17592716561788,2.6308742803588165,2.4233498460302583,14938.0,87.42605794023964,10.37463976945245,77.0514181707872,0.0,,,,,10
1029,2019,36009.0,3.3,13.3,51276.0,,15.41837610914989,93.85894341646556,2.7487262000536337,2.460445159560204,14916.0,87.42605794023964,10.37463976945245,77.0514181707872,0.0,,,,,10
1029,2020,37849.0,5.0,14.2,50134.0,,16.018219776048586,93.33199571963615,2.6350989834135903,2.541466024612092,14952.0,89.71910889719109,9.339975093399753,80.37913380379135,,,,,,10
1029,2021,42929.0,2.6,15.0,49769.0,,16.384127284780757,93.12109530772298,2.59869732819354,2.6452213212814035,15046.0,89.71910889719109,9.339975093399753,80.37913380379135,0.0,,,,,10
1029,2022,44251.0,2.3,15.7,49248.0,,16.49106302916275,92.63074484944532,2.7139461172741677,2.6479133650290545,15144.0,89.71910889719109,9.339975093399753,80.37913380379135,,,,,,10
1029,2023,44266.0,2.3,15.8,59526.0,,16.49106302916275,92.63074484944532,2.7139461172741677,2.6479133650290545,15144.0,89.71910889719109,9.339975093399753,80.37913380379135,,,,,,10
1031,2018,41644.0,3.9,13.8,55122.0,843.382355256546,23.4160174152154,75.89104663858993,17.214553111839027,6.91974730931212,51288.0,76.44339577213849,20.325516444358836,56.11787932777965,,,,,,10
1031,2019,42823.0,3.1,15.0,57299.0,880.2822798350982,22.792055081744255,75.71909720878016,16.904107467771283,7.283883705625024,51662.0,76.44339577213849,20.325516444358836,56.11787932777965,,,,,,10
1031,2020,45162.0,4.8,13.9,54203.0,928.929108496508,21.727515583259127,74.6850951414679,17.048891611470577,7.678318465484896,52238.0,75.86531986531988,22.78787878787879,53.07744107744109,,,13.0,,,10
1031,2021,50369.0,2.8,15.9,55052.0,1045.5725428552644,22.680640433592345,73.78353411383218,16.952283996003242,8.072695737420583,53043.0,75.86531986531988,22.78787878787879,53.07744107744109,,,13.0,,,10
1031,2022,51776.0,2.5,15.7,62429.0,1179.7274921849823,21.60794397636503,72.50695494688101,16.79829720495155,8.401949252226517,53559.0,75.86531986531988,22.78787878787879,53.07744107744109,,,10.0,,,10
1031,2023,53573.0,2.5,16.5,64737.0,1247.2979679851132,21.60794397636503,72.50695494688101,16.79829720495155,8.401949252226517,53559.0,75.86531986531988,22.78787878787879,53.07744107744109,,,11.0,,,10
1033,2018,36370.0,4.6,13.8,49055.0,,18.72767741601532,79.43481053307643,15.808789797229103,2.47545646389577,54495.0,67.21252257676099,29.34778246036524,37.86474011639575,,,17.0,,,10
1033,2019,37648.0,4.0,14.6,46683.0,,18.14728304114582,79.03635135381862,16.19835314308667,2.842745248397875,54771.0,67.21252257676099,29.34778246036524,37.86474011639575,10.0,,13.0,,,10
1033,2020,40340.0,7.2,14.4,54185.0,,17.370831947181205,78.75065960660153,16.210855759957784,2.894990629037247,54957.0,68.8625116545937,29.91823854263788,38.94427311195582,,,,,,10
1033,2021,44126.0,3.9,16.5,53341.0,,17.858380787323593,78.1841553822043,16.3781718290514,3.0815827008751695,56789.0,68.8625116545937,29.91823854263788,38.94427311195582,15.0,,,,,10
1033,2022,44800.0,3.0,17.3,54593.0,,18.043345169584914,78.04784354810546,16.03806530469705,3.20761306093941,57270.0,68.8625116545937,29.91823854263788,38.94427311195582,15.0,,14.0,,,10
1033,2023,47137.0,2.9,15.4,57770.0,994.7848333690162,18.043345169584914,78.04784354810546,16.03806530469705,3.20761306093941,57270.0,68.8625116545937,29.91823854263788,38.94427311195582,25.0,42.836825963,17.0,,,10
1035,2018,33108.0,5.2,24.4,32613.0,,10.725587703435805,50.89499760268499,47.71455969314368,0.8390602525171807,12514.0,51.93621867881549,46.77296886864085,5.163249810174641,,,0.0,,,10
1035,2019,34183.0,4.2,22.2,41539.0,,12.77029321861202,50.72615781829918,47.75697918347587,0.6777472970792319,12394.0,51.93621867881549,46.77296886864085,5.163249810174641,0.0,,,,,10
1035,2020,37050.0,7.9,22.9,34664.0,,13.834126444595512,50.54423438906621,48.05630575333497,0.4828545707504706,12219.0,53.43890700201832,46.04875019406924,7.390156807949076,,,,,,10
1035,2021,41418.0,4.7,22.4,35621.0,,12.452394691286786,50.10188487009679,48.08965868568518,0.1358464934623875,11778.0,53.43890700201832,46.04875019406924,7.390156807949076,,,,,,10
1035,2022,41390.0,3.4,30.1,36106.0,,13.314244810307802,49.680373185901864,48.47097442985488,0.691085003455425,11576.0,53.43890700201832,46.04875019406924,7.390156807949076,,,,,,10
1035,2023,42999.0,3.5,26.5,46702.0,,13.314244810307802,49.680373185901864,48.47097442985488,0.691085003455425,11576.0,53.43890700201832,46.04875019406924,7.390156807949076,,,,,,10
1037,2018,31953.0,4.1,18.9,42423.0,,11.57958687727825,65.71165361584524,34.2054352832796,0.4606172270842929,10855.0,64.37547600913938,33.92993145468393,30.445544554455445,,,0.0,,,10
1037,2019,33441.0,3.1,17.1,42024.0,,12.822375590265164,65.79901459514734,33.60602398438226,1.0132936692386354,10757.0,64.37547600913938,33.92993145468393,30.445544554455445,0.0,,,,,10
1037,2020,35699.0,6.0,17.4,46509.0,,11.556575292839028,65.93118922961855,32.26439790575916,1.280852655198205,10696.0,66.27121737543348,32.779704325606865,33.491513049826615,,,0.0,,,10
1037,2021,39176.0,3.0,17.1,45954.0,,11.206368646662584,66.18463895805401,30.683777054204175,2.62401838728213,10442.0,66.27121737543348,32.779704325606865,33.491513049826615,,,,,,10
1037,2022,38739.0,2.5,18.1,49485.0,,10.634861473474968,66.40526672475553,30.20621550972989,2.749540129731823,10329.0,66.27121737543348,32.779704325606865,33.491513049826615,,,,,,10
1037,2023,40420.0,2.6,18.2,59736.0,,10.634861473474968,66.40526672475553,30.20621550972989,2.749540129731823,10329.0,66.27121737543348,32.779704325606865,33.491513049826615,,,,,,10
1039,2018,34940.0,4.6,19.9,40203.0,,14.94818064906574,84.66707718668845,12.920671467966052,1.617091911863136,37351.0,83.23086574654957,14.974905897114176,68.25595984943538,,,,,,10
1039,2019,35428.0,3.6,17.2,44836.0,,15.271235374563137,84.56989247311827,13.489247311827956,1.6908602150537633,37200.0,83.23086574654957,14.974905897114176,68.25595984943538,,,,,,10
1039,2020,37836.0,5.4,17.1,43544.0,,15.614806948342563,84.267845589821,12.688699590252316,1.7710804399396165,37096.0,83.68330464716007,15.611015490533564,68.07228915662651,,,10.0,,,10
1039,2021,41775.0,3.0,19.8,44188.0,,15.805609174520267,84.05174713256869,12.325953587623363,1.8484929314483864,37490.0,83.68330464716007,15.611015490533564,68.07228915662651,,,,,,10
1039,2022,42259.0,2.6,19.2,46958.0,,16.30808787386093,83.65031165095094,12.26892547014011,1.9950988226519633,37542.0,83.68330464716007,15.611015490533564,68.07228915662651,12.0,,,,,10
1039,2023,43081.0,2.7,16.7,50119.0,,16.30808787386093,83.65031165095094,12.26892547014011,1.9950988226519633,37542.0,83.68330464716007,15.611015490533564,68.07228915662651,,,,,,10
1041,2018,37265.0,4.0,19.5,39057.0,,15.555555555555555,71.67688424089434,23.065272268301477,1.983411467724486,13865.0,72.0121270145205,26.55177916068294,45.46034785383756,,,,,,10
1041,2019,37798.0,3.0,16.8,43309.0,,17.40970072239422,71.35943368968506,23.31696041606472,0.7945680439179428,13844.0,72.0121270145205,26.55177916068294,45.46034785383756,,,,,,10
1041,2020,39814.0,6.2,16.8,45927.0,,18.504750103263117,71.53189642702156,23.62939389555909,2.205988716910169,13826.0,73.50763185733716,25.691400936980507,47.81623092035665,,,,,,10
1041,2021,45819.0,3.3,17.5,38037.0,,16.420644327119923,70.61654135338345,24.49624060150376,0.8345864661654135,13300.0,73.50763185733716,25.691400936980507,47.81623092035665,,,,,,10
1041,2022,48617.0,2.7,21.5,49161.0,,17.195015303891562,71.07913669064749,23.16546762589928,2.53691783415373,13205.0,73.50763185733716,25.691400936980507,47.81623092035665,,,,,,10
1041,2023,47732.0,2.7,19.5,49128.0,,17.195015303891562,71.07913669064749,23.16546762589928,2.53691783415373,13205.0,73.50763185733716,25.691400936980507,47.81623092035665,,,,,,10
1043,2018,38007.0,3.3,14.5,45796.0,,13.748863874711596,95.23647540485707,1.2124451787688455,4.304301872122266,82313.0,87.10426953238455,10.028252316954031,77.07601721543051,19.0,,14.0,,,10
1043,2019,39863.0,2.7,12.2,50897.0,,13.865502546512836,95.11303151364466,1.295064753237662,4.358321364344079,82853.0,87.10426953238455,10.028252316954031,77.07601721543051,14.0,,17.0,,,10
1043,2020,41480.0,4.7,12.5,51844.0,,15.415604985882512,93.94084828124063,1.1314415981762551,4.410582518447417,83345.0,88.12214761893384,10.699863802537571,77.42228381639626,17.0,,21.0,24.847660179,,10
1043,2021,46886.0,2.3,13.5,55036.0,,16.477056948962236,92.79573965040342,1.123621297157089,4.520882828908859,87129.0,88.12214761893384,10.699863802537571,77.42228381639626,34.0,37.990524716,19.0,,,10
