fips,DrugDeaths,DrugDeathRate,SuicideDeaths,SuicideRate,RepublicanMargin,RepublicanVoteShare,DemocratVoteShare,UnemploymentRate,PovertyRate,MedianIncome,PerCapitaIncome,BachelorsOrHigher,WhiteAlone,BlackAlone,HispanicLatino,Population,Rent,correlation,n_years,state_fips
48453,238.17,18.23,175.67,13.52,-42.95,26.72,69.67,3.68,10.75,86127.33,78736.0,51.73,67.95,8.3,33.59,1254459.67,1514.59,-0.79,6.0,48
48455,0.0,,,,60.85,79.99,19.14,5.95,17.38,46239.0,44211.33,13.72,84.07,8.82,10.73,14173.83,,,,48
48457,,,,,69.22,84.09,14.87,7.1,17.97,48869.83,39896.0,13.52,83.2,10.67,7.65,20749.0,,,,48
48459,,,,,68.18,83.28,15.11,5.05,14.63,55453.33,42213.0,17.28,85.02,7.96,8.88,41079.33,,,,48
48461,0.0,,0.0,,66.96,82.33,15.36,3.62,14.43,57060.33,64282.0,10.8,44.73,4.67,54.56,3475.33,,,3.0,48
48463,,,,,17.14,57.77,40.63,4.77,21.35,46593.5,49065.17,18.28,84.98,0.86,71.94,25902.0,,,,48
48465,,,,,3.97,50.56,46.59,5.25,19.27,50566.67,43979.83,19.36,82.15,1.33,82.23,48361.17,,,,48
48467,11.5,,13.0,,71.9,85.17,13.27,4.13,13.5,58098.0,42975.0,16.74,91.65,2.79,11.56,57388.17,,,,48
48469,14.5,,16.33,22.84,38.6,68.33,29.74,5.05,15.33,59510.33,54158.0,19.46,78.44,5.76,47.59,91636.83,1133.05,,,48
48471,12.0,,16.33,24.61,32.59,65.1,32.52,5.17,21.97,47896.33,31868.67,19.86,69.13,22.67,18.18,74504.17,1293.66,,,48
48473,10.0,,11.5,,27.3,62.73,35.44,5.17,13.92,68159.67,48522.5,23.15,54.29,24.5,30.52,54312.67,2211.87,,,48
48475,0.0,,,,57.74,77.86,20.12,4.68,13.15,59520.0,56421.83,11.86,81.25,5.03,54.56,11509.67,,,,48
48477,,,0.0,,50.28,74.18,23.9,4.33,13.02,62912.83,63361.33,27.6,75.11,17.24,16.6,35401.5,,,,48
48479,46.17,17.0,18.5,7.76,-32.72,32.83,65.54,5.08,22.08,53189.33,38043.17,19.45,74.71,0.46,95.47,270325.5,1077.32,0.7,6.0,48
48481,10.0,,10.0,,42.14,70.4,28.26,4.55,15.47,54722.17,49978.0,18.12,75.48,13.5,42.11,41605.0,,,,48
48483,0.0,,0.0,,84.16,91.76,7.6,4.35,13.8,52679.5,47228.83,16.78,87.03,2.67,25.8,5176.33,,,3.0,48
48485,25.0,22.24,26.17,23.54,43.87,70.6,26.73,4.4,15.9,54179.17,48725.0,23.33,76.96,10.21,19.72,130692.5,898.51,-0.57,6.0,48
48487,0.0,,,,56.98,77.64,20.66,5.03,15.4,48932.5,57073.5,15.8,73.03,8.75,29.79,12822.17,,,,48
48489,,,,,-20.28,39.45,59.73,9.37,30.22,38366.0,32973.0,9.79,82.99,0.76,88.24,20966.67,,,,48
48491,55.67,8.62,88.67,14.03,2.3,49.27,46.97,3.68,6.0,96952.0,61205.67,43.62,73.79,6.53,24.74,578608.17,1543.89,-0.84,6.0,48
48493,,,11.0,,48.08,73.22,25.14,3.75,9.8,77692.5,53330.5,23.33,85.17,1.47,40.19,49602.83,,,,48
48495,0.0,,,,61.21,79.9,18.69,5.02,13.43,66631.33,65815.67,9.27,76.96,4.39,61.67,7714.0,,,,48
48497,11.2,,13.5,25.61,68.66,83.49,14.83,4.25,9.33,76021.33,51934.33,19.1,89.94,1.39,19.8,67802.33,1653.74,-0.25,5.0,48
48499,,,12.25,,68.74,83.7,14.95,4.9,14.23,56169.5,45462.17,19.15,87.59,4.68,10.36,44755.33,,,,48
48501,,,0.0,,64.29,81.1,16.81,5.48,12.23,64254.33,52398.83,11.82,80.08,0.92,67.15,8130.17,,,,48
48503,,,,,73.93,86.08,12.16,3.85,14.55,55452.0,58198.83,22.2,92.13,1.8,19.13,17968.5,,,,48
48505,0.0,,,,-7.41,45.9,53.31,8.0,29.82,37945.0,31477.33,11.46,73.55,0.05,94.56,14108.83,,,,48
48507,,,0.0,,-39.98,29.5,69.48,10.15,28.7,34278.83,40511.17,12.35,77.31,0.56,93.85,10900.0,,,,48
49000,,,,,,,,3.0,,,,,,,,,,,,49
49001,,,,,71.34,82.55,11.21,3.17,9.17,61506.33,40902.17,24.86,91.82,0.07,12.25,6786.67,,,,49
49003,11.8,,15.75,,58.93,73.82,14.89,2.87,7.7,73079.33,43682.83,24.51,91.79,0.52,9.61,55895.5,,0.46,5.0,49
49005,11.67,,24.17,18.04,33.51,58.71,25.2,2.33,11.52,69702.33,45374.17,38.92,89.06,0.71,10.82,128899.33,1320.74,-0.5,3.0,49
49007,,,10.0,,45.52,69.74,24.22,4.08,14.5,54165.0,44074.33,16.73,91.33,0.99,13.52,20324.83,,,,49
49009,0.0,,0.0,,59.33,76.7,17.37,4.18,6.97,62477.0,49295.33,16.03,94.81,0.11,2.85,609.17,,,6.0,49
49011,48.5,13.34,67.17,18.51,26.4,55.87,29.47,2.73,5.83,95288.0,53530.67,38.04,88.72,1.28,10.03,353674.0,1496.89,0.92,6.0,49
49013,,,11.0,,75.98,84.95,8.97,4.53,12.67,64700.17,43548.0,14.34,89.14,0.34,8.34,19921.0,,,,49
49015,,,,,73.14,83.88,10.74,3.92,11.15,62663.5,38350.0,15.5,96.6,0.08,6.51,10016.5,,,,49
49017,0.0,,0.0,,57.86,75.5,17.63,7.08,9.92,56977.33,46340.67,26.91,93.4,0.16,6.55,5053.0,,,,49
49019,,,,,-7.06,43.43,50.49,4.87,11.08,58393.33,65586.17,29.55,90.35,0.22,10.54,9657.33,,,,49
49021,10.5,,14.6,,54.64,72.26,17.62,3.13,13.13,59788.67,37444.0,29.63,90.02,0.65,9.17,54337.83,1411.46,,,49
49023,,,,,69.52,80.38,10.86,2.43,8.3,76353.33,46049.0,19.26,92.98,0.38,5.41,11567.67,,,,49
49025,,,0.0,,45.04,69.36,24.32,3.22,9.4,60793.5,48210.0,30.3,92.86,0.24,4.69,7625.83,,,,49
49027,,,,,73.29,82.75,9.46,2.67,10.63,63324.17,43291.0,22.67,87.43,0.23,12.8,12910.67,,,,49
49029,0.0,,0.0,,58.09,72.75,14.66,2.45,4.08,109698.33,62092.0,38.68,95.49,0.67,2.94,11983.5,,,3.0,49
49031,0.0,,0.0,,79.06,87.79,8.73,4.87,15.55,48859.67,52227.83,20.04,96.36,0.18,3.43,1829.5,,,4.0,49
49033,0.0,,0.0,,68.41,80.3,11.89,2.8,8.5,70292.67,43680.0,24.42,91.42,0.0,10.01,2457.83,,,5.0,49
49035,262.0,22.33,249.5,21.27,-10.3,39.06,49.36,3.05,8.5,83209.33,60877.0,36.52,76.82,1.87,18.65,1155880.5,1378.2,-0.51,6.0,49
49037,,,0.0,,7.78,50.46,42.67,6.02,21.92,49928.33,33176.17,19.09,47.87,0.22,5.98,14922.67,,,,49
49039,,,10.0,,64.16,77.11,12.95,3.17,13.63,59504.67,38063.17,21.35,87.52,0.84,9.54,29287.83,,,,49
49041,,,10.0,,74.55,84.2,9.65,3.27,10.77,64330.17,40728.83,20.65,93.79,0.61,5.35,21446.33,,,,49
49043,,,11.5,,-17.88,38.04,55.92,3.35,5.28,121695.33,196982.5,56.08,90.52,0.74,11.21,41749.67,3578.91,,,49
49045,14.83,26.84,17.33,31.32,35.61,61.52,25.91,3.18,6.12,84837.5,43486.83,23.08,88.13,0.7,12.95,70287.67,1688.94,-0.36,6.0,49
49047,12.0,,12.6,,73.49,83.32,9.84,5.1,11.38,65350.33,35485.67,16.68,85.67,0.47,8.58,35922.17,,0.64,4.0,49
49049,77.83,11.71,101.83,15.25,39.57,62.11,22.55,2.68,8.68,86484.0,49083.0,41.66,89.05,0.61,12.07,632957.17,1467.24,-0.53,6.0,49
49051,,,,,25.66,57.27,31.61,3.33,4.98,100668.33,74084.0,43.62,91.31,0.44,13.59,33221.67,2624.03,,,49
49053,31.83,16.95,42.67,22.66,51.64,72.21,20.56,3.33,9.3,68444.33,47441.67,30.17,89.44,0.65,10.76,173600.33,1505.51,-0.67,6.0,49
49055,0.0,,0.0,,51.84,73.21,21.37,5.37,11.65,55808.5,49762.5,23.15,97.33,0.11,4.7,2607.5,,,,49
49057,62.17,23.48,64.67,24.44,21.82,55.24,33.42,3.22,8.32,75753.83,48070.0,25.62,86.98,1.06,18.52,256637.17,1183.54,0.74,6.0,49
50000,,,,,,,,3.02,,,,,,,,,,,,50
50001,,,13.0,,-35.5,28.64,64.14,2.62,8.52,76169.5,57287.33,40.53,93.08,1.21,2.42,37157.0,,,,50
50003,16.17,55.42,11.0,,-24.61,34.52,59.13,3.63,11.2,62757.33,57443.5,37.79,94.67,0.83,2.18,36533.67,,-0.55,6.0,50
50005,11.5,,11.0,,-13.61,39.16,52.78,3.43,12.4,56509.67,47640.17,30.28,94.95,0.98,1.76,30320.67,,0.58,4.0,50
50007,39.67,26.21,24.17,15.42,-50.87,21.29,72.16,2.43,9.5,83045.5,66445.33,53.36,89.18,2.6,2.44,165375.5,2034.12,-0.87,6.0,50
50009,0.0,,,,9.86,51.21,41.35,4.22,13.98,50698.67,43669.83,18.42,95.77,0.49,1.44,6085.17,,,,50
50011,15.75,39.42,11.67,,-6.91,42.45,49.36,2.85,9.55,70115.17,52378.17,26.07,94.08,0.4,1.7,49561.67,,0.05,4.0,50
50013,0.0,,0.0,,-18.21,37.36,55.56,3.38,8.12,75992.17,66702.33,41.47,93.26,0.97,1.99,7163.5,,,,50
50015,11.0,,,,-37.66,27.06,64.72,3.9,9.28,63463.0,59326.0,40.77,94.71,1.16,1.89,25639.33,,,,50
50017,11.67,,10.0,,-17.28,37.31,54.58,2.92,9.83,66832.83,53056.33,32.48,95.84,0.46,1.38,29147.0,,,3.0,50
50019,13.0,,11.0,,-2.97,44.87,47.84,4.63,12.67,54217.5,49775.33,25.02,95.67,0.63,1.56,27148.33,,,,50
50021,29.0,52.91,14.5,,-9.2,42.08,51.29,3.62,11.32,58292.5,55340.33,31.91,95.48,0.75,1.57,59754.0,,-0.75,6.0,50
50023,17.5,40.58,14.0,33.35,-42.31,25.0,67.31,2.77,8.98,71798.0,65152.33,43.89,95.01,0.86,1.97,59051.33,,-0.66,6.0,50
50025,24.67,59.1,13.33,,-43.09,25.02,68.11,3.5,11.2,59386.5,53003.0,39.68,93.74,1.16,2.43,44354.33,,-0.15,6.0,50
50027,24.67,50.72,14.2,,-36.86,28.19,65.05,2.87,9.28,66230.83,63982.0,39.11,94.87,0.71,1.83,56525.0,1552.92,-0.83,6.0,50
51000,,,,,,,,3.63,,,,,,,,,,,,51
51001,14.0,,,,10.15,54.14,43.99,4.17,16.8,49614.33,51262.33,20.24,65.49,28.67,9.06,33016.17,,,,51
51003,14.8,17.46,18.0,20.49,-30.61,32.77,63.38,3.17,7.52,89293.0,,57.76,80.21,9.16,5.83,109840.5,1572.52,-0.62,5.0,51
51005,,,,,41.71,69.8,28.09,4.1,13.12,51997.33,,15.13,92.43,5.39,1.54,15176.17,,,,51
51007,,,,,37.37,67.81,30.44,3.63,9.9,64619.67,48410.17,17.39,75.3,21.17,3.21,13102.5,,,,51
51009,12.0,,10.0,,31.14,64.33,33.19,3.7,12.32,57995.5,42007.33,20.86,76.03,18.15,2.54,31612.0,,,,51
51011,,,,,46.18,71.99,25.81,3.92,12.27,57804.67,42940.17,20.02,77.88,18.86,1.87,15940.5,,,,51
51013,23.83,12.3,17.17,12.38,-62.07,16.93,78.99,2.6,6.95,126475.0,106664.67,75.92,68.18,9.23,15.55,234859.17,2243.82,-0.83,6.0,51
51015,10.5,,17.8,,47.84,72.43,24.59,3.0,8.25,68572.67,,22.94,91.76,4.3,3.09,76224.67,,-0.33,4.0,51
51017,0.0,,0.0,,45.65,71.79,26.14,4.13,11.0,56218.5,69417.33,17.25,93.42,3.81,1.69,4257.5,,,4.0,51
51019,22.25,32.92,15.17,,48.46,72.8,24.34,3.38,8.82,67947.33,51712.17,30.83,88.36,6.48,2.4,78992.33,,,4.0,51
51021,0.0,,0.0,,67.95,82.95,15.0,3.48,13.55,52883.83,40874.33,15.19,94.49,3.71,0.88,6321.5,,,,51
51023,11.0,,,,45.46,71.45,25.98,2.97,6.67,76075.5,56304.83,27.77,93.42,2.75,1.83,33502.5,,-0.58,4.0,51
51025,10.0,,0.0,,-16.26,41.4,57.66,5.5,21.08,46519.33,38327.67,15.16,41.41,54.66,2.27,16249.17,,,,51
51027,23.0,118.85,,,65.12,81.95,16.83,6.07,24.43,37683.5,41614.17,11.22,95.5,2.36,0.75,21067.83,,,,51
51029,0.0,,0.0,,12.56,55.31,42.76,4.83,17.85,51726.5,35328.83,12.08,61.43,33.09,2.47,16953.33,,,,51
51031,16.0,,11.0,,44.98,71.04,26.06,3.77,11.17,57646.17,,23.63,80.26,14.14,2.77,55415.5,,,,51
51033,14.75,,,,4.38,50.15,45.77,4.02,9.97,70967.83,48061.17,21.4,64.84,25.99,5.29,30728.17,,-0.59,4.0,51
51035,10.0,,,,61.56,79.91,18.34,4.47,14.88,47755.17,,14.98,96.09,0.58,3.83,29470.83,,,,51
51036,0.0,,0.0,,-21.23,38.42,59.65,4.13,11.53,63191.67,54952.83,15.36,43.96,44.76,2.01,6885.17,,,,51
51037,,,,,23.73,61.05,37.32,3.87,18.62,46479.67,41629.33,13.9,69.96,27.29,2.35,11803.17,,,,51
51041,105.17,28.73,54.17,14.83,-3.7,46.57,50.27,3.48,7.0,88604.0,59406.83,41.06,64.72,23.26,9.28,353889.0,1390.75,-0.72,6.0,51
51043,0.0,,,,15.62,55.99,40.37,3.02,6.78,92952.83,72358.5,33.86,89.03,4.86,6.0,14629.33,,,,51
51045,0.0,,0.0,,60.07,78.86,18.8,3.57,11.52,57165.5,44569.5,19.4,97.0,0.08,0.33,5006.0,,,,51
51047,17.17,39.85,12.5,,21.65,59.39,37.74,3.22,8.87,83162.17,53094.17,25.98,73.55,13.69,11.48,51858.5,,-0.83,6.0,51
51049,0.0,,,,14.43,56.21,41.78,3.93,14.52,52085.0,42845.5,17.22,63.59,31.07,0.96,9757.0,,,,51
51051,13.0,,,,57.35,77.97,20.62,5.37,22.25,40292.0,38199.0,10.89,97.97,0.68,0.98,14445.67,,,,51
51053,12.0,,,,15.05,56.69,41.65,4.03,11.5,66954.0,,17.82,64.94,31.44,3.69,28272.17,,,,51
51057,0.0,,,,1.11,49.56,48.45,4.38,13.33,56727.0,49041.67,16.1,56.37,38.43,3.97,10803.17,,,,51
51059,111.17,9.72,101.83,8.89,-39.83,28.21,68.04,3.2,6.08,133712.0,,62.76,57.86,9.8,16.37,1146060.5,2039.78,-0.76,6.0,51
51061,15.33,,11.5,,19.66,58.01,38.35,2.98,6.2,107089.17,76614.0,37.59,84.91,7.03,8.97,71365.33,,0.04,6.0,51
51063,0.0,,,,35.21,66.01,30.8,3.08,11.68,55557.33,45338.17,22.27,94.69,2.32,2.93,15622.67,,,,51
51065,,,,,6.22,51.53,45.31,3.07,7.33,80000.0,50467.0,35.31,78.87,13.75,3.77,26951.83,,,,51
51067,19.17,40.1,16.0,,42.07,69.85,27.78,3.48,12.37,61492.83,48366.67,22.56,88.29,7.73,2.88,55526.0,,0.58,6.0,51
51069,18.83,25.78,16.5,,29.93,63.32,33.38,2.92,7.17,86475.0,,28.16,88.51,4.05,9.26,88987.17,1779.16,-0.49,6.0,51
51071,,,,,50.36,73.93,23.58,3.73,11.6,56800.5,45553.17,18.82,95.83,2.09,1.81,16755.33,,,,51
51073,15.33,,,,36.74,66.75,30.02,3.23,8.43,74692.0,53874.67,24.4,86.28,8.68,3.8,38013.5,,,3.0,51
51075,,,,,21.2,59.1,37.9,3.22,6.3,105283.33,108516.17,43.29,79.37,15.16,3.02,23821.83,1774.55,,,51
51077,0.0,,0.0,,60.1,79.12,19.02,3.42,17.78,42565.0,36095.33,14.34,91.59,5.32,3.63,15555.67,,,,51
51079,,,,,26.41,61.09,34.68,3.0,8.15,75754.83,48942.83,28.52,83.25,6.34,6.2,20049.83,,,,51
51081,,,0.0,,-16.66,41.17,57.83,4.37,24.25,48375.5,,11.2,37.09,56.68,3.35,11466.33,,,,51
51083,15.25,,,,15.56,57.09,41.53,4.63,16.93,46122.67,41283.83,16.32,60.81,34.75,2.2,34313.33,,,4.0,51
51085,26.67,25.36,20.5,21.9,28.61,62.67,34.06,2.98,5.42,98314.67,67249.5,40.58,84.68,8.91,3.14,107797.0,1830.71,-0.79,6.0,51
51087,97.0,29.12,39.33,11.81,-26.27,35.27,61.53,3.67,8.6,77435.5,71163.83,44.44,54.58,29.63,5.87,330236.17,1387.06,-0.92,6.0,51
51089,31.67,79.4,12.0,,29.1,63.74,34.64,4.38,16.42,44533.0,,14.3,71.69,22.69,5.73,51087.5,,0.84,6.0,51
51091,0.0,,0.0,,43.42,70.45,27.02,2.8,12.7,50561.17,47190.5,27.61,95.96,0.0,0.0,2223.83,,,6.0,51
51093,13.5,,,,19.08,58.26,39.18,3.32,8.32,81212.0,60335.67,28.65,71.4,22.32,3.56,37700.5,,,,51
51095,13.0,,12.0,,-1.52,47.55,49.07,3.68,6.73,95148.33,,50.25,78.3,12.83,6.02,76745.0,1606.76,,3.0,51
51097,0.0,,,,19.62,58.62,39.0,3.28,12.67,58988.33,52061.83,22.61,67.25,25.49,3.41,6859.5,,,,51
51099,,,,,23.47,59.87,36.4,3.03,6.4,93857.5,59755.17,35.11,75.49,16.26,5.76,26560.83,,,,51
51101,10.0,,0.0,,36.91,67.19,30.28,3.3,6.98,78548.17,51410.0,23.35,78.6,15.56,2.6,17228.5,,,,51
51103,0.0,,0.0,,6.35,52.13,45.79,4.78,12.45,58180.0,68840.83,32.38,67.59,29.0,1.25,10810.33,,,,51
51105,10.0,,,,67.07,82.81,15.75,4.38,25.4,38852.5,35929.33,11.0,93.58,4.09,2.04,23143.5,,,,51
51107,31.0,7.31,36.17,8.56,-22.29,37.06,59.35,3.03,3.57,157087.67,89398.33,62.29,61.39,7.61,13.7,406784.83,2208.66,-0.73,6.0,51
51109,15.0,,11.0,,23.45,60.34,36.9,3.27,9.8,69770.33,48191.5,25.03,78.83,14.08,3.22,36903.67,,-0.0,4.0,51
51111,,,,,18.26,58.41,40.15,3.7,18.93,46198.33,37076.67,11.38,60.68,32.44,5.38,12135.33,,,,51
51113,,,,,31.91,64.55,32.64,2.58,9.83,68384.67,52780.0,24.28,85.9,7.9,3.09,13484.0,,,,51
51115,0.0,,0.0,,36.01,66.69,30.68,3.28,8.95,69443.5,63732.83,29.07,87.15,9.1,2.53,8661.0,,,,51
51117,13.0,,,,14.6,56.6,42.0,4.48,16.85,48482.5,42990.0,21.15,62.38,34.34,3.01,30563.67,,0.65,3.0,51
51119,,,,,25.41,61.56,36.15,3.22,12.7,62272.33,58363.33,26.08,78.56,14.97,2.15,10696.5,,,,51
51121,15.25,,13.33,,-4.27,45.61,49.88,3.2,22.0,61456.0,,46.04,84.89,4.28,3.39,98778.67,1292.3,,4.0,51
51125,0.0,,,,5.33,51.07,45.74,3.43,12.3,63022.67,59083.33,30.75,83.75,12.68,4.38,14799.33,,,,51
51127,10.0,,0.0,,35.53,66.47,30.94,2.92,5.07,105922.67,96355.33,31.22,80.42,12.52,3.64,22368.33,,,,51
51131,,,,,-10.12,43.77,53.89,5.0,17.88,49358.67,60444.67,26.18,60.39,32.6,9.07,12026.33,,,,51
51133,0.0,,0.0,,17.05,57.64,40.59,4.73,13.05,62728.67,57639.0,31.88,70.64,24.12,2.52,12090.5,,,,51
51135,,,,,14.31,56.28,41.97,3.43,20.52,49858.33,39822.83,15.24,56.65,39.68,4.66,15535.67,,,,51
51137,12.83,,10.0,,23.04,60.22,37.18,3.55,9.25,77878.83,56634.33,25.97,79.77,12.59,5.45,36218.33,,-0.11,6.0,51
51139,,,,,50.27,74.09,23.82,4.5,12.87,54254.5,43968.0,14.32,94.15,1.47,2.17,23773.17,,,,51
51141,10.0,,10.0,,56.99,77.57,20.57,4.3,14.72,46676.83,37520.0,15.5,91.6,5.67,3.16,17708.0,,,,51
51143,16.5,47.0,14.33,32.81,39.59,69.0,29.41,3.95,14.45,50301.33,,14.65,74.96,19.9,2.76,60952.33,,0.66,6.0,51
51145,12.0,,10.0,,44.94,70.93,25.98,3.05,5.88,97855.33,63901.0,30.87,86.4,9.52,2.32,29604.5,,,,51
51147,0.0,,,,-5.54,45.82,51.36,4.5,21.38,50817.83,37026.33,26.53,63.14,30.91,3.59,22414.0,,,,51
51149,13.0,,,,17.11,57.48,40.37,4.13,9.75,76142.67,,23.93,57.5,31.71,8.73,40289.67,,,3.0,51
51153,76.83,16.02,45.0,9.39,-25.03,35.89,60.91,3.53,6.23,114614.67,,42.21,53.74,20.83,24.14,470743.0,1803.05,-0.73,6.0,51
51155,14.5,62.21,,,41.13,69.19,28.05,4.12,14.28,54355.17,44793.83,20.19,91.77,4.74,1.85,34017.33,,0.37,4.0,51
51157,0.0,,,,15.48,56.53,41.05,3.0,9.0,80110.83,75327.33,33.7,88.8,4.46,3.99,7385.67,,,,51
51159,,,0.0,,24.69,61.54,36.85,3.4,16.42,55136.83,41118.33,17.43,62.54,27.16,7.25,8925.17,,,,51
51161,26.5,29.82,18.75,27.22,23.72,60.25,36.53,3.12,7.0,73911.0,,36.46,86.92,5.93,3.26,95186.33,1420.08,-0.84,6.0,51
51163,,,10.0,,31.35,64.19,32.84,3.43,11.28,59342.67,,28.21,92.52,3.69,2.02,22636.0,,,,51
51165,11.6,,13.5,,41.72,69.28,27.56,2.97,9.0,69311.83,,27.43,91.77,2.65,7.34,81961.0,1556.87,-0.59,5.0,51
51167,,,,,61.94,80.1,18.16,4.43,18.83,44794.5,38221.17,12.2,96.97,1.47,0.75,26490.67,,,,51
51169,10.0,,10.0,,67.21,82.81,15.6,3.63,18.42,43173.0,37767.0,14.09,97.61,0.87,1.42,21720.0,,,,51
51171,12.0,,,,41.43,69.24,27.81,3.32,10.48,62398.33,50984.17,20.34,91.3,2.16,7.54,43736.83,,,,51
51173,12.0,,12.0,,55.84,76.92,21.08,4.13,17.4,44453.33,41844.17,15.78,95.48,2.07,2.13,30320.5,,,3.0,51
51175,,,,,17.4,57.94,40.54,3.22,13.82,60077.0,,18.79,62.13,31.73,1.92,17947.0,,,,51
51177,45.17,31.8,18.83,15.53,10.07,53.33,43.26,3.65,7.13,96262.33,,32.56,70.24,16.44,10.44,136602.5,1548.7,-0.8,6.0,51
51179,33.17,20.92,19.33,17.31,0.83,48.63,47.8,3.47,5.4,118234.5,60666.0,41.59,63.84,18.17,13.78,151731.0,1842.94,-0.79,6.0,51
51181,0.0,,0.0,,-9.12,44.54,53.65,3.65,12.23,61169.17,48885.33,21.38,54.55,43.22,2.06,6539.5,,,,51
51183,,,0.0,,-13.41,42.66,56.07,5.48,21.22,48807.83,35410.0,13.76,40.57,55.57,3.23,11126.17,,,,51
51185,23.5,70.99,11.5,,66.78,82.58,15.8,4.98,19.08,44325.67,41886.67,15.59,93.9,3.65,1.08,41047.17,,0.82,6.0,51
51187,16.33,56.83,15.0,,35.79,66.2,30.41,3.52,9.73,73690.33,52201.17,21.83,87.19,4.57,5.32,40145.17,,-0.15,6.0,51
51191,15.67,,11.33,,52.75,75.29,22.54,3.67,13.02,54224.83,,23.88,95.7,1.54,1.56,54074.83,,,3.0,51
51193,10.0,,,,7.85,52.93,45.08,3.98,14.82,59020.17,48315.83,18.28,65.74,25.23,6.57,18091.0,,,,51
51195,16.75,67.33,,,61.78,80.2,18.42,5.13,20.95,43299.33,,15.24,91.66,5.32,1.29,37380.67,,-0.9,4.0,51
51197,10.0,,10.0,,56.17,76.99,20.82,4.2,14.38,51129.33,41009.67,19.39,94.45,2.43,1.32,28567.67,,,,51
51199,13.0,,11.33,,10.1,53.19,43.09,3.3,5.33,96732.67,,48.26,72.88,13.14,6.82,69011.5,1559.77,-0.49,4.0,51
51510,20.0,14.08,13.83,,-61.1,17.59,78.7,3.15,9.02,103778.5,98932.33,64.57,59.35,21.63,16.58,157633.33,1912.18,-0.16,5.0,51
51515,,,,,,,,,,,,,,,,,,,,51
51520,,,,,40.38,68.81,28.43,4.5,20.07,40943.33,,23.39,88.21,6.4,1.86,16980.33,,,,51
51530,0.0,,0.0,,35.13,64.54,29.41,3.52,15.3,48155.17,,18.9,88.03,5.84,1.47,6547.83,,,,51
51540,14.0,,,,-70.63,12.91,83.54,3.35,20.67,64652.5,,56.53,69.62,18.07,5.63,46755.0,1514.17,,,51
51550,55.83,22.39,33.5,13.48,-3.87,46.47,50.34,3.6,8.57,83729.17,54964.0,34.54,59.16,29.64,6.59,244395.83,1564.86,-0.91,6.0,51
51570,11.67,,0.0,,35.15,66.11,30.96,4.15,9.72,63316.5,,26.24,73.85,16.3,6.53,17791.17,,-0.5,3.0,51
51580,0.0,,0.0,,21.86,59.34,37.48,5.42,16.0,43702.5,,13.76,81.93,13.07,2.49,5665.5,,,,51
51590,16.4,51.18,10.0,,-21.28,38.3,59.58,5.9,24.27,38753.67,,18.3,43.74,49.63,4.58,41803.33,,-0.61,5.0,51
51595,0.0,,0.0,,-34.43,32.2,66.62,6.32,20.62,41572.33,,14.03,25.67,62.87,5.97,5558.67,,,,51
51600,,,,,-35.7,30.06,65.76,3.1,7.37,110665.5,,60.21,64.02,5.29,17.56,23862.0,2096.42,,,51
51610,4.0,,,,-62.07,16.95,79.03,2.53,3.93,144400.5,,78.61,76.49,4.73,10.86,14358.33,2186.99,-0.5,3.0,51
51620,,,0.0,,-26.02,36.03,62.05,5.2,19.0,47391.17,,21.1,37.68,54.38,2.45,8168.33,,,,51
51630,14.25,,,,-31.96,31.98,63.94,4.23,14.25,69595.83,,42.51,61.35,21.15,11.21,28448.83,1504.06,-0.73,4.0,51
51640,0.0,,,,39.74,68.92,29.18,4.28,20.55,41281.83,,16.17,82.87,8.3,18.18,6602.0,,,,51
51650,45.0,33.0,19.17,16.08,-40.6,28.2,68.8,4.92,13.8,58968.33,46297.5,27.17,39.92,49.62,6.15,136162.5,1251.74,-0.59,6.0,51
51660,,,10.0,,-28.5,33.41,61.91,4.03,25.4,51315.33,,35.4,75.65,7.47,20.19,52642.0,1420.27,,,51
51670,21.0,108.93,11.0,,-12.87,42.21,55.08,6.03,19.18,45354.17,,12.45,48.57,43.31,8.38,22746.0,1080.38,-0.69,5.0,51
51678,0.0,,0.0,,-31.46,32.21,63.67,4.98,21.27,57439.0,,52.86,83.71,6.25,5.42,7255.83,,,3.0,51
51680,20.83,38.54,12.75,,1.24,48.15,46.91,4.7,18.27,51914.0,,36.76,63.86,28.22,4.39,79829.17,1007.09,-0.66,6.0,51
51683,14.4,53.85,,,-21.44,37.44,58.88,3.48,8.68,90300.0,,31.97,59.76,13.42,37.56,41917.5,1862.1,-0.16,5.0,51
51685,0.0,,0.0,,-31.42,32.71,64.13,3.5,7.32,85519.0,,26.38,54.48,15.54,40.55,17047.33,1787.94,,,51
51690,11.33,,0.0,,-25.53,36.09,61.61,6.08,21.42,38673.17,,21.11,46.44,45.83,6.31,13192.17,,,3.0,51
51700,56.83,31.27,28.5,15.69,-30.79,32.85,63.64,4.73,15.58,58152.83,44680.17,27.55,46.08,41.04,9.41,182450.83,1178.01,-0.85,6.0,51
51710,91.17,38.57,34.0,14.29,-44.55,25.98,70.53,4.73,18.38,55072.67,44465.67,30.5,45.96,40.91,8.4,241165.83,1217.99,-0.9,6.0,51
51720,0.0,,0.0,,41.42,69.49,28.07,4.65,20.32,38456.67,,20.08,93.12,3.22,0.38,3826.83,,,,51
51730,29.83,116.51,13.0,,-76.53,10.98,87.51,7.92,22.22,41627.0,,20.61,16.94,76.97,5.05,32288.5,899.26,0.96,6.0,51
