fips,DrugDeaths,DrugDeathRate,SuicideDeaths,SuicideRate,RepublicanMargin,RepublicanVoteShare,DemocratVoteShare,UnemploymentRate,PovertyRate,MedianIncome,PerCapitaIncome,BachelorsOrHigher,WhiteAlone,BlackAlone,HispanicLatino,Population,Rent,correlation,n_years,state_fips
0,,,,,,,,4.73,,,,,,,,,,,,0
1000,,,,,,,,3.65,,,,,,,,,,,,10
1001,10.0,,11.33,,45.94,71.88,25.94,3.17,11.88,65097.5,46788.67,28.3,75.58,19.42,2.98,56996.67,1435.03,,3.0,10
1003,57.17,23.96,45.5,19.37,54.89,76.3,21.4,3.35,10.33,66700.67,53255.17,32.11,85.07,8.83,4.65,222199.5,1351.75,-0.93,6.0,10
1005,11.0,,,,6.96,53.0,46.03,5.12,26.45,39053.0,38085.17,11.72,46.15,47.35,4.57,25197.0,,,,10
1007,10.0,,,,56.87,77.75,20.88,3.78,19.98,50612.83,35390.33,11.16,76.27,21.8,2.73,22384.67,,,,10
1009,17.0,35.11,13.17,,80.3,89.49,9.19,2.92,13.5,56821.0,40275.83,13.9,93.33,1.38,9.43,58353.17,,,4.0,10
1011,5.5,,0.0,,-50.15,24.63,74.78,3.93,33.42,33054.33,31253.83,11.01,23.54,71.08,6.21,10302.5,,,,10
1013,0.0,,,,14.98,57.06,42.08,4.9,22.73,40933.33,42650.0,14.72,51.68,44.86,1.37,19453.67,,,,10
1015,37.5,36.38,22.5,22.18,39.67,68.79,29.12,4.3,18.17,49364.17,40431.0,18.86,72.93,21.36,3.91,115464.83,954.23,-0.76,6.0,10
1017,11.0,,,,15.35,56.99,41.63,3.82,18.73,43775.0,36913.83,13.35,57.1,40.1,2.73,34161.83,,,,10
1019,10.0,,11.0,,71.56,85.16,13.61,3.15,16.03,48980.0,41526.5,13.43,91.96,4.5,1.73,25484.0,,,,10
1021,13.0,,11.0,,67.01,82.9,15.89,3.18,15.63,54343.67,40236.33,13.66,82.12,9.33,7.93,44544.83,,,4.0,10
1023,0.0,,0.0,,15.0,57.14,42.14,4.95,22.32,42309.17,42787.33,12.71,56.74,41.47,0.81,12814.17,,,3.0,10
1025,,,0.0,,11.52,55.44,43.92,6.48,20.43,44993.67,41970.0,13.33,52.22,45.61,0.9,23640.5,,,,10
1027,0.0,,,,61.86,80.28,18.41,3.1,16.78,45539.67,36000.17,11.9,82.44,14.02,3.1,13767.0,,,,10
1029,0.0,,,,79.27,88.95,9.68,3.28,15.0,51074.67,40124.17,15.75,93.29,2.67,2.56,15023.33,,,3.0,10
1031,,,11.75,,54.09,76.06,21.97,3.27,15.13,58140.33,47557.83,22.31,74.18,16.95,7.79,52558.17,1020.87,,,10
1033,16.25,42.84,15.25,,38.58,68.31,29.73,4.27,15.33,52604.5,41736.83,18.03,78.58,16.11,2.95,55925.33,994.78,0.66,4.0,10
1035,0.0,,0.0,,6.65,52.94,46.29,4.82,24.75,37874.17,38358.0,12.74,50.27,48.09,0.59,12009.5,,,,10
1037,0.0,,0.0,,32.48,65.64,33.16,3.55,17.8,47688.5,36571.33,11.41,66.07,31.86,1.81,10568.0,,,,10
1039,12.0,,10.0,,68.13,83.53,15.4,3.65,18.32,44974.67,39219.83,15.71,84.14,12.66,1.82,37370.17,,,,10
1041,,,,,47.03,73.01,25.98,3.65,18.6,44103.17,42840.83,17.05,71.22,23.47,1.82,13540.83,,,,10
1043,24.83,36.39,17.83,24.85,77.31,87.78,10.48,2.83,14.07,54429.67,44467.67,16.02,93.46,1.16,4.46,85368.0,,0.71,6.0,10
1045,10.67,,12.25,,47.55,72.86,25.31,3.48,17.1,49045.33,41373.33,18.4,71.39,20.6,6.72,49363.0,1151.53,,3.0,10
1047,15.5,,,,-37.53,30.88,68.41,6.88,29.65,35529.67,39717.67,15.66,27.6,70.42,0.79,38862.67,,,,10
1049,20.0,30.09,16.0,34.96,69.48,83.87,14.4,3.13,19.07,46106.17,37314.67,13.74,84.07,1.48,14.92,71475.67,,0.19,6.0,10
1051,13.25,23.22,18.0,24.37,49.34,73.73,24.4,3.05,11.72,65489.33,45989.5,24.71,74.58,21.1,3.03,84402.67,1274.42,,4.0,10
1053,17.5,62.79,14.0,,36.9,67.85,30.95,4.17,21.75,43495.5,37353.0,12.55,61.9,31.3,2.44,36924.83,,0.63,6.0,10
1055,34.83,33.86,20.5,21.21,50.01,74.04,24.04,4.3,17.77,48353.5,40675.17,17.78,78.92,15.62,4.14,103095.33,,0.6,6.0,10
1057,10.0,,,,66.53,82.64,16.11,3.58,18.72,45660.83,39236.17,12.58,84.59,12.36,0.89,16407.33,,,,10
1059,12.0,,,,64.06,81.2,17.14,3.15,18.73,44907.17,38148.33,14.31,80.44,4.27,17.79,31775.17,,,,10
1061,,,10.0,,73.18,85.98,12.8,3.17,19.55,44265.17,39396.67,13.0,85.15,9.58,4.18,26531.5,,,,10
1063,0.0,,0.0,,-63.7,17.94,81.64,6.6,30.65,31854.17,36650.67,12.75,17.34,80.16,1.55,8039.0,,,5.0,10
1065,0.0,,,,-19.06,40.09,59.15,5.35,22.67,41063.67,41653.67,15.41,38.79,58.31,0.23,14792.17,,,,10
1067,0.0,,,,42.48,70.63,28.15,3.65,16.52,52406.5,48962.5,19.57,70.51,26.37,2.67,17184.83,,,,10
1069,16.67,22.21,20.67,21.08,44.13,71.12,26.99,3.58,17.25,52912.83,48575.83,22.0,67.87,27.14,3.44,105801.33,1133.98,-0.39,6.0,10
1071,11.5,,12.5,,65.65,81.96,16.32,3.52,16.78,47216.5,40750.5,15.48,90.59,3.46,3.06,52249.17,,,,10
1073,357.0,53.92,91.17,13.78,-11.19,43.17,54.36,3.65,16.0,58145.67,61545.17,34.27,51.11,42.81,3.99,665877.83,1064.06,-0.94,6.0,10
1075,0.0,,0.0,,71.06,85.09,14.02,3.47,16.93,45090.5,37461.33,11.02,86.81,10.99,1.18,13895.17,,,,10
1077,19.8,28.03,17.2,29.95,44.92,71.22,26.31,3.67,14.45,54054.67,42280.33,24.94,85.61,10.08,2.81,93335.17,1019.5,-0.85,5.0,10
1079,0.0,,12.0,,52.63,75.59,22.97,3.38,16.15,52127.5,39622.83,14.5,77.52,10.5,2.33,33086.5,,,,10
1081,19.67,16.6,23.5,14.36,20.94,58.89,37.95,3.27,17.22,56364.33,42736.83,37.46,69.49,22.66,3.77,167729.17,1187.07,-0.74,6.0,10
1083,11.33,,18.6,20.68,44.61,70.95,26.35,2.9,10.37,72436.5,49750.67,27.26,78.49,13.35,6.13,99052.5,1421.1,,3.0,10
1085,0.0,,0.0,,-46.21,26.64,72.85,7.68,26.78,37779.0,45260.33,15.2,24.73,74.72,0.36,10148.5,,,3.0,10
1087,,,0.0,,-64.92,17.0,81.92,5.48,29.35,36196.17,35748.67,20.64,16.24,81.13,1.37,19014.17,,,,10
1089,96.67,24.68,62.5,16.11,10.75,53.44,42.69,3.0,10.98,74193.0,57995.33,43.79,66.81,24.36,5.09,374872.17,1115.85,-0.9,6.0,10
1091,,,,,-2.05,48.55,50.59,4.37,22.45,42438.67,44494.83,18.71,45.63,52.01,2.1,19292.33,,,,10
1093,0.0,,,,77.13,87.87,10.74,3.57,18.13,44683.67,38892.17,12.59,92.08,3.77,2.62,29574.5,,,,10
1095,25.17,29.59,17.17,22.42,68.76,83.39,14.63,2.85,16.33,51781.83,42695.17,20.58,89.34,2.78,14.42,96658.33,,-0.66,6.0,10
1097,96.67,23.44,65.5,15.88,12.35,55.2,42.86,4.67,18.3,50610.33,44381.17,23.81,57.7,36.0,2.95,414187.67,949.4,-0.92,6.0,10
1099,,,0.0,,15.32,57.22,41.9,5.63,21.63,42697.0,39366.83,13.5,54.22,42.2,0.49,20589.17,,,,10
1101,30.0,16.27,26.83,11.88,-29.65,34.22,63.88,4.37,19.12,53254.67,47659.5,33.31,34.42,58.36,3.61,227611.5,1003.15,-0.96,6.0,11
1103,30.5,27.49,24.83,21.61,50.06,73.89,23.83,2.95,13.32,58637.83,44329.33,22.64,78.24,13.06,8.53,121083.17,1097.0,-0.8,6.0,11
1105,0.0,,0.0,,-47.4,25.95,73.35,6.97,33.88,31563.5,37544.17,17.61,29.23,70.02,1.17,8923.83,,,3.0,11
1107,,,0.0,,16.02,57.63,41.61,4.28,22.77,42740.5,39465.5,14.05,56.93,40.19,5.0,19613.33,,,,11
1109,,,,,18.26,58.21,39.95,3.67,23.37,42739.17,43043.33,26.68,57.14,37.21,2.09,33196.67,,,,11
1111,,,,,56.82,77.86,21.05,3.32,18.73,47102.83,38659.17,17.06,77.1,19.34,2.96,22382.5,,,,11
1113,18.0,39.16,11.83,,-4.9,46.77,51.68,3.53,20.63,44305.0,36760.33,16.97,48.05,44.32,5.66,58416.0,1176.66,-0.52,6.0,11
1115,35.5,38.43,19.0,24.89,65.26,81.73,16.47,3.08,11.65,66064.17,44955.17,17.97,86.38,9.6,2.47,89679.0,1355.89,-0.82,6.0,11
1117,48.67,21.61,32.0,14.23,43.4,70.26,26.86,2.5,7.35,85984.67,62649.83,44.21,79.16,12.48,5.79,218275.83,1319.49,-0.8,6.0,11
1119,0.0,,0.0,,-48.78,25.15,73.93,4.95,33.33,31834.33,36227.5,20.8,25.31,71.84,0.73,12541.83,,,5.0,11
1121,18.75,26.44,16.2,,25.48,62.13,36.65,4.23,18.0,49359.83,38741.5,15.61,63.48,32.21,2.38,80876.0,1125.34,0.35,4.0,11
1123,,,10.0,,42.73,70.78,28.05,4.0,16.98,49876.0,45806.83,18.33,69.48,27.15,2.43,40902.17,,,,11
1125,40.33,18.04,27.67,12.51,16.3,57.03,40.72,3.67,16.38,56623.33,40248.83,30.76,63.13,32.04,3.85,218238.83,1265.18,-0.93,6.0,11
1127,32.33,64.48,13.83,,67.63,83.06,15.43,3.82,17.67,48883.67,45060.17,13.5,89.45,6.05,2.65,64592.5,1350.31,0.74,6.0,11
1129,0.0,,,,46.67,72.9,26.23,5.03,18.28,48420.83,42214.33,13.37,66.29,23.82,1.31,15993.67,,,,11
1131,0.0,,0.0,,-39.19,30.17,69.36,9.83,30.48,31078.5,36620.0,11.81,27.27,70.06,0.43,10601.67,,,3.0,11
1133,14.0,,,,81.49,90.06,8.57,3.43,17.77,46506.83,40053.83,13.46,94.74,0.84,3.17,23721.83,,,,11
2000,,,,,,,,5.78,,,,,,,,,,,,20
2001,,,,,3.36,47.97,44.61,,,,,,,,,,,,,20
2002,,,,,26.79,59.27,32.48,,,,,,,,,,,,,20
2003,,,,,51.4,71.97,20.56,,,,,,,,,,,,,20
2004,,,,,-4.48,44.0,48.47,,,,,,,,,,,,,20
2005,,,,,1.11,46.94,45.82,,,,,,,,,,,,,20
2006,,,,,27.03,60.08,33.05,,,,,,,,,,,,,20
2007,,,,,51.12,72.54,21.42,,,,,,,,,,,,,20
2008,,,,,58.37,76.53,18.16,,,,,,,,,,,,,20
2009,,,,,46.28,69.93,23.65,,,,,,,,,,,,,20
2010,,,,,48.25,71.14,22.89,,,,0.0,,,,,,,,,20
2011,,,,,39.68,66.68,27.0,,,,,,,,,,,,,20
2012,,,,,45.7,69.98,24.28,,,,,,,,,,,,,20
2013,0.0,,0.0,,29.13,60.76,31.64,2.65,16.33,76079.33,60358.5,15.1,15.98,4.17,10.36,3403.67,,,3.0,20
2014,,,,,23.68,58.24,34.56,,,,,,,,,,,,,20
2015,,,,,5.25,48.93,43.68,,,,,,,,,,,,,20
2016,0.0,,0.0,,-6.63,43.23,49.86,3.52,9.3,93667.0,64259.67,16.36,26.93,3.62,13.7,5474.17,,,5.0,20
2017,,,,,-15.51,38.73,54.25,,,,,,,,,,,,,20
2018,,,,,-22.11,35.92,58.03,,,,,,,,,,,,,20
2019,,,,,-21.56,36.22,57.78,,,,,,,,,,,,,20
2020,111.5,38.8,63.5,22.06,-31.38,31.4,62.78,5.05,9.35,88066.17,71152.0,36.47,60.9,5.4,9.42,292604.33,1374.19,-0.78,6.0,20
2021,,,,,-15.06,39.5,54.56,,,,,,,,,,,,,20
2022,,,,,4.63,49.54,44.9,,,,,,,,,,,,,20
2023,,,,,0.36,47.11,46.75,,,,,,,,,,,,,20
2024,,,,,8.26,51.67,43.41,,,,,,,,,,,,,20
2025,,,,,0.42,47.16,46.74,,,,,,,,,,,,,20
2026,,,,,8.91,51.59,42.68,,,,,,,,,,,,,20
2027,,,,,-2.3,45.83,48.12,,,,,,,,,,,,,20
2028,,,,,1.43,48.04,46.61,,,,,,,,,,,,,20
2029,,,,,42.85,68.82,25.97,,,,,,,,,,,,,20
2030,,,,,46.06,70.11,24.05,,,,,,,,,,,,,20
2031,,,,,17.43,55.84,38.41,,,,,,,,,,,,,20
2032,,,,,12.21,52.3,40.09,,,,,,,,,,,,,20
2033,,,,,-38.13,27.78,65.91,,,,,,,,,,,,,20
2034,,,,,-8.52,42.21,50.72,,,,,,,,,,,,,20
2035,,,,,-0.28,46.61,46.89,,,,,,,,,,,,,20
2036,,,,,16.58,54.68,38.1,,,,,,,,,,,,,20
2037,,,,,-5.8,43.33,49.13,,,,,,,,,,,,,20
2038,,,,,-29.0,29.33,58.33,,,,,,,,,,,,,20
2039,,,,,-28.84,30.25,59.09,,,,,,,,,,,,,20
2040,,,,,-11.64,38.84,50.48,,,,,,,,,,,,,20
2050,,,14.0,,,,,11.35,26.22,53463.33,46540.0,11.28,10.01,0.91,2.21,18337.83,,,,20
2060,0.0,,0.0,,,,,5.45,11.38,89487.83,150635.67,24.22,49.39,0.48,7.93,843.5,,,,20
2063,,,,,,,,4.72,7.52,89657.0,45922.67,30.69,72.83,1.5,5.86,6877.5,,,,20
2066,,,,,,,,7.82,13.78,63858.0,37341.17,29.37,55.37,0.09,5.56,2689.25,,,,20
2068,0.0,,0.0,,,,,9.25,7.08,82728.17,108821.0,35.57,79.65,1.65,1.02,2228.17,,,,20
2070,0.0,,0.0,,,,,7.38,20.62,62499.5,59713.0,20.21,16.62,1.49,3.36,4912.83,,,,20
2090,18.33,24.49,29.33,32.83,,,,4.93,7.72,78782.33,62964.17,32.46,73.43,4.41,8.19,97821.17,1575.38,,,20
2099,,,,,-71.15,12.98,84.13,,,,,,,,,,,,,20
2100,0.0,,0.0,,,,,9.7,10.17,73158.17,83976.17,31.98,81.29,0.01,6.08,2306.5,,,,21
2105,0.0,,0.0,,,,,9.47,16.22,57563.0,61894.67,23.62,49.29,2.07,8.73,2231.83,,,,21
2110,14.0,,,,,,,4.3,7.72,90927.17,74017.5,39.71,65.95,1.0,6.94,32185.33,,,,21
2122,16.2,33.46,15.67,32.95,,,,6.62,11.23,70677.0,57162.5,26.16,81.18,0.67,4.28,58779.0,,,,21
2130,,,10.0,,,,,6.07,9.33,77410.5,69901.67,26.43,65.13,0.71,5.46,13866.0,,,,21
2150,0.0,,0.0,,,,,5.45,7.88,79356.83,67344.83,28.32,52.5,0.67,8.9,13305.17,,,,21
2158,,,,,,,,17.57,30.13,37953.17,33995.5,4.02,3.41,0.56,1.02,8307.33,,,,21
2164,0.0,,0.0,,,,,8.6,19.05,55378.67,64290.67,18.05,21.13,2.56,0.35,1151.33,,,,21
2170,28.33,27.34,27.5,24.81,,,,6.4,9.78,83476.67,53988.33,22.62,81.12,1.26,5.25,106720.33,1572.89,,,21
2180,,,11.67,,,,,9.42,20.32,63907.5,56963.0,17.12,14.93,0.92,2.21,10004.67,,,,21
2185,,,,,,,,5.85,11.95,93868.5,77508.67,15.37,30.65,1.39,3.35,10279.5,,,,21
2188,0.0,,10.0,,,,,11.55,20.55,66938.33,51379.0,14.11,11.08,1.16,2.12,7716.33,,,,21
2195,0.0,,0.0,,,,,7.25,7.47,70072.5,71719.17,26.58,65.93,1.18,8.93,3317.67,,,,21
2198,0.0,,0.0,,,,,8.25,15.88,54159.0,51578.17,18.51,46.39,0.4,3.88,6117.17,,,,21
2201,,,,,,,,,,,0.0,,,,,,,,,22
2220,0.0,,,,,,,4.23,8.17,81617.5,74559.83,33.64,63.58,0.78,7.01,8564.83,,,,22
2230,0.0,,0.0,,,,,10.98,5.57,74446.83,72705.17,28.05,80.49,3.12,3.92,1233.83,,,,22
2231,,,,,,,,,,,0.0,,,,,,,,,22
2232,,,,,,,,,,,0.0,,,,,,,,,22
2240,0.0,,,,,,,7.02,12.45,69968.33,56402.33,19.82,75.5,0.86,6.59,6881.67,,,,22
2261,0.0,,0.0,,,,,6.9,9.15,71551.0,19491.5,30.74,72.45,0.32,5.12,9272.0,,,,22
2270,,,11.5,,,,,,,,,,,,,,,,,22
2275,0.0,,0.0,,,,,6.75,11.15,63745.83,58794.67,18.04,61.4,0.11,5.07,2321.0,,,,22
2280,,,,,,,,,,,0.0,,,,,,,,,22
2282,0.0,,0.0,,,,,6.88,13.23,69689.33,60386.83,15.42,36.86,2.37,9.14,604.17,,,,22
2290,0.0,,0.0,,,,,11.5,22.55,44377.5,60946.17,13.57,22.76,0.13,2.61,5373.33,,,,22
2901,,,,,,,,,,,0.0,,,,,,,,,29
2903,,,,,,,,,,,0.0,,,,,,,,,29
2904,,,,,,,,,,,0.0,,,,,,,,,29
2905,,,,,,,,,,,0.0,,,,,,,,,29
2907,,,,,,,,,,,0.0,,,,,,,,,29
2908,,,,,,,,,,,0.0,,,,,,,,,29
2910,,,,,,,,,,,0.0,,,,,,,,,29
2912,,,,,,,,,,,0.0,,,,,,,,,29
2916,,,,,,,,,,,0.0,,,,,,,,,29
2919,,,,,,,,,,,0.0,,,,,,,,,29
2920,,,,,,,,,,,0.0,,,,,,,,,29
2921,,,,,,,,,,,0.0,,,,,,,,,29
2922,,,,,,,,,,,0.0,,,,,,,,,29
2923,,,,,,,,,,,0.0,,,,,,,,,29
2924,,,,,,,,,,,0.0,,,,,,,,,29
2925,,,,,,,,,,,0.0,,,,,,,,,29
2926,,,,,,,,,,,0.0,,,,,,,,,29
2928,,,,,,,,,,,0.0,,,,,,,,,29
2929,,,,,,,,,,,0.0,,,,,,,,,29
4000,,,,,,,,5.03,,,,,,,,,,,,40
4001,26.2,51.53,29.5,47.61,-33.12,31.62,64.74,9.57,31.55,38352.0,42495.33,12.81,21.61,0.77,6.67,68888.0,,-0.75,5.0,40
4003,37.33,29.62,34.5,27.39,20.14,57.94,37.81,5.37,16.23,52166.33,46879.33,25.14,78.67,3.96,35.56,125781.33,1167.23,-0.98,6.0,40
4005,34.67,24.11,43.5,30.27,-22.35,36.38,58.74,5.92,16.68,62501.17,54690.33,37.89,61.37,1.4,14.42,143016.17,1739.08,-0.84,6.0,40
4007,21.33,47.66,25.5,49.74,33.46,65.48,32.02,5.43,18.53,49873.67,46324.33,18.58,72.89,0.71,19.02,53473.5,,0.62,6.0,40
4009,14.0,,11.0,,42.83,69.83,27.0,4.62,18.0,56528.5,37092.5,14.64,74.47,1.95,33.22,38205.0,,0.56,4.0,40
4011,0.0,,,,30.79,63.3,32.52,3.9,9.43,70115.67,47122.33,15.26,84.52,1.97,47.49,9499.83,,,,40
4012,13.0,,10.0,,39.46,68.27,28.81,5.65,20.93,44241.67,49390.17,12.14,70.17,0.75,27.83,18789.33,,,,40
4013,1473.83,32.57,759.83,16.82,-0.51,47.98,48.49,4.47,11.57,75423.0,58382.33,33.74,72.14,5.63,31.3,4370738.33,1472.47,-0.98,6.0,40
4015,58.5,26.85,85.0,39.12,51.23,74.32,23.09,6.02,16.6,50138.67,40265.33,13.78,86.76,1.07,16.89,210748.17,1218.69,0.89,6.0,40
4017,39.83,41.26,43.33,39.46,8.91,52.64,43.73,7.12,25.4,46340.0,39130.17,16.41,46.77,1.02,11.67,108179.17,,-0.85,6.0,40
4019,392.5,37.21,229.5,21.79,-16.98,39.85,56.83,4.87,14.73,60043.33,50887.5,33.71,71.16,3.49,37.66,1034209.0,1227.58,-0.97,6.0,40
4021,102.5,22.04,86.67,18.7,17.94,57.33,39.39,5.03,11.67,68710.67,42486.33,20.52,74.7,4.52,30.65,431229.0,1504.76,-0.94,6.0,40
4023,15.5,,,,-39.48,29.02,68.5,8.83,19.83,47968.17,43691.83,22.07,69.57,0.51,83.26,47132.83,,,,40
4025,72.67,30.14,85.5,35.55,29.92,63.38,33.45,4.6,12.48,58506.67,48138.5,27.08,87.99,0.64,14.83,232426.17,1477.59,-0.68,6.0,40
4027,46.67,22.03,32.33,15.28,4.48,50.68,46.2,14.9,17.15,52807.17,41696.5,15.63,67.23,2.08,64.41,206820.0,1290.39,0.74,6.0,40
5000,,,,,,,,3.98,,,,,,,,,,,,50
5001,0.0,,,,36.47,66.13,29.67,3.27,17.37,50147.17,54561.67,15.96,71.58,25.65,3.49,17520.0,,,,50
5003,,,0.0,,40.87,68.68,27.8,6.4,19.45,45731.83,41665.67,12.16,71.59,25.12,5.75,19700.83,,,,50
5005,,,15.17,,53.28,75.02,21.74,4.17,14.23,44827.0,42088.5,18.15,94.91,0.21,2.5,41566.17,,,,50
5007,35.33,12.1,43.17,14.77,28.95,62.08,33.13,2.92,8.37,79401.83,99810.5,34.33,79.75,1.75,16.94,275013.17,1206.19,-0.86,6.0,50
5009,,,13.0,,60.51,78.49,17.99,3.48,14.2,50099.5,40258.83,16.82,95.53,0.31,2.66,37485.5,,,,50
5011,0.0,,0.0,,28.18,62.35,34.17,4.77,21.65,41541.67,44439.67,13.5,63.9,27.29,15.63,10691.0,,,5.0,50
5013,0.0,,0.0,,48.82,72.84,24.02,3.78,15.35,50741.67,43412.17,11.91,75.01,21.55,4.39,4985.17,,,,50
5015,,,10.0,,29.89,62.98,33.09,3.57,15.42,47984.17,37632.5,21.3,86.38,0.73,15.26,28132.0,,,,50
5017,0.0,,0.0,,-13.31,42.16,55.48,7.42,28.97,36374.67,44051.83,15.88,42.89,53.77,5.82,10457.83,,,,50
5019,0.0,,,,12.42,53.87,41.45,4.58,19.97,47869.17,41154.0,26.71,69.94,24.15,4.89,21936.5,,,,50
5021,,,,,56.73,76.79,20.06,4.55,18.82,43005.5,40574.17,13.76,95.18,0.62,1.44,14732.5,,,,50
5023,,,,,64.14,80.39,16.25,4.9,14.4,50105.67,44901.17,16.42,95.8,0.48,2.56,25022.83,,,,50
5025,0.0,,,,58.32,77.56,19.24,4.2,14.65,53794.33,46540.17,16.12,84.78,13.06,0.52,7857.5,,,,50
5027,,,,,29.47,63.02,33.55,5.02,21.77,44150.33,42562.83,19.8,61.0,35.7,2.84,23274.83,,,,50
5029,,,,,32.86,64.1,31.24,4.4,16.88,48757.83,44128.33,17.71,84.46,10.65,4.14,20818.33,,,,50
5031,17.67,,17.67,19.3,35.18,65.69,30.51,3.32,17.17,53075.33,43677.5,27.5,77.13,15.26,5.23,109013.0,960.68,,3.0,50
5033,14.25,,14.8,,55.88,76.27,20.39,3.73,15.47,53201.33,39198.17,18.2,87.12,1.47,8.08,61666.33,1076.9,0.99,4.0,50
5035,11.75,,12.5,,-7.83,44.42,52.25,5.1,21.65,46290.83,42503.67,17.61,42.62,49.13,2.75,48382.33,,0.52,4.0,50
5037,,,,,43.02,69.73,26.71,4.32,19.12,44717.33,40337.17,15.12,73.48,18.45,1.9,16831.17,,,,50
5039,0.0,,0.0,,19.49,57.74,38.25,4.38,19.92,41140.17,43837.17,12.35,53.59,43.24,1.62,6902.33,,,4.0,50
5041,,,0.0,,-3.94,45.78,49.72,5.32,25.5,39053.33,45079.67,13.38,48.46,47.42,6.42,11539.0,,,,50
5043,,,,,26.66,62.03,35.37,5.1,19.05,46232.67,43489.33,23.31,68.11,28.11,3.7,17885.17,,,,50
5045,17.83,17.23,21.0,20.93,30.01,62.74,32.73,3.5,13.82,59879.33,45145.33,31.76,81.54,11.48,4.23,123875.5,1094.84,-0.09,6.0,50
5047,,,,,58.97,77.9,18.93,3.78,17.13,47796.83,38566.33,11.73,92.07,0.81,3.32,17463.67,,,,50
5049,0.0,,,,54.9,75.83,20.93,3.98,18.0,39814.33,32769.33,12.9,94.42,0.34,0.89,12184.83,,,,50
5051,28.67,28.73,29.67,29.74,33.91,65.16,31.24,4.68,17.28,48499.33,46023.33,23.15,85.19,8.15,5.89,99271.67,1125.57,0.42,6.0,50
5053,0.0,,,,64.41,80.87,16.46,3.43,11.78,61266.5,44356.83,18.81,93.6,2.61,2.96,18066.17,,,,50
5055,,,13.0,,57.26,76.94,19.67,3.82,15.75,51878.33,39481.5,16.46,93.25,2.21,2.96,45388.33,,,,50
5057,0.0,,0.0,,32.27,64.33,32.05,3.8,19.42,43436.5,38211.67,15.64,57.01,30.5,13.13,20996.83,,,,50
5059,,,12.25,,46.51,71.66,25.15,4.0,17.65,49788.33,35792.5,15.13,84.34,11.47,3.61,33356.33,,,,50
5061,0.0,,0.0,,40.83,68.95,28.12,3.62,17.4,43113.67,40724.33,14.39,65.84,20.98,12.89,13069.83,,,,50
5063,,,10.0,,56.06,76.01,19.94,4.07,15.47,51766.0,40928.0,17.6,88.82,1.91,6.71,37648.67,,,,50
5065,0.0,,,,59.34,77.87,18.53,5.83,19.3,41979.33,33816.67,16.05,91.03,1.54,2.48,13645.67,,,,50
5067,,,,,40.06,68.17,28.11,5.85,23.9,40525.67,42975.5,11.4,76.98,11.91,3.02,16934.33,,,,50
5069,13.33,,10.67,,-22.86,37.14,60.0,5.82,22.05,43552.33,38956.33,18.92,39.2,56.11,2.22,68316.0,,0.61,6.0,50
5071,,,12.0,,46.08,70.98,24.9,4.77,18.52,43211.0,32950.5,15.63,88.18,1.6,14.12,26140.17,,,,50
5073,0.0,,0.0,,31.31,64.21,32.91,5.47,23.05,39622.67,43809.17,13.05,59.8,35.14,3.05,6561.67,,,5.0,50
5075,0.0,,,,56.14,75.83,19.7,4.25,18.85,43681.33,38969.0,14.27,94.86,1.28,1.65,16422.83,,,,50
5077,,,,,-8.78,43.64,52.42,5.38,37.32,32110.83,34072.0,8.92,42.43,55.56,2.59,8953.17,,,,50
5079,0.0,,0.0,,39.68,68.34,28.66,4.58,25.37,47375.5,30519.17,8.68,65.05,30.27,4.17,13258.67,,,,50
5081,0.0,,,,46.13,70.83,24.7,4.67,16.73,46380.0,38672.5,14.16,73.31,20.17,2.64,12210.17,,,,50
5083,,,,,56.66,76.39,19.73,4.52,17.08,45442.5,37336.5,13.16,90.37,1.47,3.06,21472.83,,,,50
5085,14.6,26.77,16.5,29.87,52.8,74.3,21.5,3.45,10.93,64089.33,45915.0,20.27,87.88,5.66,4.63,73384.17,1003.14,0.32,5.0,50
5087,,,10.0,,53.41,75.32,21.91,2.92,16.4,48170.0,39412.17,12.83,87.74,0.19,5.96,16441.67,,,,50
5089,,,,,56.08,76.41,20.33,4.47,17.48,42901.5,34959.67,16.0,95.41,0.64,2.38,16676.67,,,,50
5091,14.0,,11.33,,45.5,71.47,25.97,4.68,20.0,46870.67,38386.0,16.58,69.38,25.07,3.51,43180.83,,,,50
5093,13.5,,10.0,,18.3,57.24,38.93,6.15,23.38,43376.5,40561.17,14.34,59.44,34.72,4.43,41356.0,,,,50
5095,0.0,,,,11.47,53.79,42.32,4.8,25.3,35646.33,39378.0,12.94,54.49,42.52,0.8,6942.5,,,,50
5097,0.0,,0.0,,57.6,77.19,19.59,5.13,19.37,42846.5,35911.0,14.57,91.6,0.49,4.52,8757.0,,,,50
5099,0.0,,0.0,,29.64,62.88,33.24,4.17,21.8,41083.67,37004.67,12.48,63.31,34.46,0.55,8327.33,,,4.0,50
5101,0.0,,0.0,,60.73,78.76,18.03,3.58,18.58,41758.33,36002.33,16.42,93.43,0.07,1.18,7540.33,,,,51
5103,,,0.0,,12.45,54.61,42.16,4.6,19.7,46087.5,44652.83,14.52,56.38,41.59,2.48,23267.17,,,,51
5105,0.0,,,,50.71,73.41,22.7,4.17,15.23,51343.17,42098.17,15.04,92.6,2.1,3.09,10197.5,,,,51
5107,0.0,,0.0,,-21.82,37.54,59.36,6.93,32.6,33748.0,41145.83,14.69,35.34,62.93,2.0,17576.67,,,,51
